box #,latfloor,latceiling,depthceiling,depthfloor,dCo_mean_obs,O2_mean_obs,PO4_mean_obs,dCo_mean_model,O2_mean_model,PO4_mean_model
1854,38,39,2000,2500,,,,43.86396217346189,167.08860524495398,2.62748068571091
1855,38,39,2500,3000,,,,44.33193492889399,190.277793884277,2.53546696901321
1856,38,39,3000,3500,,,,45.036559740702295,200.431214650472,2.50021147727966
1857,38,39,3500,4000,,,,45.7161995569865,204.62144724528,2.49004497130712
1858,38,39,4000,4500,,,,46.2920643488566,207.11816279093398,2.4848031997680695
1859,38,39,4500,5000,,,,46.883646329244,210.299160003662,2.4756485223770097
1860,38,39,5000,5500,,,,,,
1861,39,40,0,10,0.0,,0.15,12.8029607137044,257.67494201660196,0.17181484525402402
1862,39,40,10,20,,,,12.9249591827393,261.196299235026,0.1773011640956
1863,39,40,20,30,,,,13.207995891570999,264.829730987549,0.189589148387313
1864,39,40,30,40,,,,13.674456675847399,267.491152445475,0.207506227617462
1865,39,40,40,50,,,,14.2759108543396,268.886670430501,0.229916435976823
1866,39,40,50,60,,,,15.060996611913,268.999913533529,0.257620008041461
1867,39,40,60,70,,,,16.1803302764893,267.618840535482,0.291039988398552
1868,39,40,70,80,,,,17.5382624467214,265.48396809895803,0.328202782819668
1869,39,40,80,90,,,,19.0335838794708,262.920435587565,0.369856553773085
1870,39,40,90,100,,,,20.9066074689229,259.227331797282,0.4221249644955
1871,39,40,100,110,,,,22.876372496286997,255.062393188477,0.478692670663198
1872,39,40,110,120,,,,24.7753710746765,250.738207499186,0.534989029169083
1873,39,40,120,135,,,,26.548117478688603,246.69450251261398,0.5890269428491589
1874,39,40,135,150,,,,28.2488179206848,243.05321375529,0.6420324742794039
1875,39,40,150,175,,,,30.057146231333398,239.59667332967098,0.698573797941208
1876,39,40,175,200,,,,32.2403178215027,235.918947855632,0.7667804956436161
1877,39,40,200,250,,,,35.413749694824205,230.322025299072,0.868079632520676
1878,39,40,250,300,,,,41.0203485488892,216.96334584554,1.06023773550987
1879,39,40,300,500,,,,51.121762593587206,182.913047790527,1.45054380098979
1880,39,40,500,700,,,,63.9808912277222,121.433848698934,2.07547688484192
1881,39,40,700,1000,,,,69.7805754343669,61.66024144490561,2.71185465653737
1882,39,40,1000,1250,,,,61.7301158905029,49.50601832071939,2.98721009492874
1883,39,40,1250,1500,,,,50.95047187805179,75.5165888468425,2.94231887658437
1884,39,40,1500,2000,,,,45.133907318115206,122.964159647624,2.79350088040034
1885,39,40,2000,2500,,,,43.9584175745646,165.459711710612,2.63389257589976
1886,39,40,2500,3000,,,,44.3330195744832,189.194011688232,2.53939249118169
1887,39,40,3000,3500,,,,44.998527844746896,199.876870473226,2.50171319643656
1888,39,40,3500,4000,,,,45.6946528752645,204.40677007039397,2.49070499340693
1889,39,40,4000,4500,,,,46.2287031809489,206.49550247192403,2.48729542891184
1890,39,40,4500,5000,,,,46.7495908737183,209.095565795898,2.4807682236035697
1891,39,40,5000,5500,,,,,,
1892,40,41,0,10,,,,14.1944832801819,264.14309946696,0.267596834649642
1893,40,41,10,20,,,,14.3137335777283,267.35332361857104,0.27378146722912805
1894,40,41,20,30,,,,14.5963487625122,270.464635213216,0.28606275220711996
1895,40,41,30,40,,,,15.0746493339539,272.772735595703,0.30290655791759497
1896,40,41,40,50,,,,15.699304103851302,273.931617736816,0.324169290562471
1897,40,41,50,60,,,,16.5389355023702,273.773155212402,0.35100716104110097
1898,40,41,60,70,,,,17.725359519322698,272.272961934408,0.38290457179149
1899,40,41,70,80,,,,19.004840771357202,270.183362325033,0.416782133281231
1900,40,41,80,90,,,,20.465408484140998,267.45049794515,0.455781447390715
1901,40,41,90,100,,,,22.4788044293722,263.134783426921,0.507345894972483
1902,40,41,100,110,,,,24.538288593292197,258.412569681803,0.561546405156453
1903,40,41,110,120,,,,26.5775798161825,253.435539245605,0.615983118613561
1904,40,41,120,135,,,,28.5394158363342,248.652993520101,0.6695861071348189
1905,40,41,135,150,,,,30.5056611696879,244.14163589477502,0.7245407750209171
1906,40,41,150,175,,,,32.6523685455322,239.623962402344,0.7860479702552159
1907,40,41,175,200,,,,35.2444988886515,234.499986012777,0.8632131169239681
1908,40,41,200,250,,,,38.9618943532308,226.34394582112597,0.9809716194868091
1909,40,41,250,300,,,,45.2286637624105,208.70361455281602,1.1975550949573501
1910,40,41,300,500,,,,55.4709768295288,170.934834798177,1.5973681310812602
1911,40,41,500,700,,,,66.9654833475749,111.35877482096399,2.1839817365010603
1912,40,41,700,1000,,,,70.60548909505209,58.2818253835042,2.7512260476748103
1913,40,41,1000,1250,,,,62.052980422973604,49.157054901123,2.9943922758102404
1914,40,41,1250,1500,,,,51.328614234924295,74.7206649780273,2.9466171860694903
1915,40,41,1500,2000,,,,45.3695742289225,121.34896850585899,2.79979362090429
1916,40,41,2000,2500,,,,44.0490036010742,163.775543212891,2.64060435692469
1917,40,41,2500,3000,,,,44.339469909668,188.08580271403,2.5435555974642403
1918,40,41,3000,3500,,,,44.9674107233683,199.319325764974,2.5033472379048702
1919,40,41,3500,4000,,,,45.668227195739696,204.158164978027,2.49151337146759
1920,40,41,4000,4500,,,,46.187287966410295,206.000902811686,2.48936353127162
1921,40,41,4500,5000,,,,46.5368607838949,207.373971303304,2.48758041858673
1922,40,41,5000,5500,,,,,,
1923,41,42,0,10,5.788761769,,0.25,14.1944832801819,264.14309946696,0.267596834649642
1924,41,42,10,20,,,,14.3137335777283,267.35332361857104,0.27378146722912805
1925,41,42,20,30,11.07568957,240.9,0.24,14.5963487625122,270.464635213216,0.28606275220711996
1926,41,42,30,40,,,,15.0746493339539,272.772735595703,0.30290655791759497
1927,41,42,40,50,11.78952048,242.5,0.22,15.699304103851302,273.931617736816,0.324169290562471
1928,41,42,50,60,,,,16.5389355023702,273.773155212402,0.35100716104110097
1929,41,42,60,70,31.18425148,291.7,0.37,17.725359519322698,272.272961934408,0.38290457179149
1930,41,42,70,80,,,,19.004840771357202,270.183362325033,0.416782133281231
1931,41,42,80,90,60.66793742,263.6,0.63,20.465408484140998,267.45049794515,0.455781447390715
1932,41,42,90,100,,,,22.4788044293722,263.134783426921,0.507345894972483
1933,41,42,100,110,71.37330136,261.0,0.78,24.538288593292197,258.412569681803,0.561546405156453
1934,41,42,110,120,,,,26.5775798161825,253.435539245605,0.615983118613561
1935,41,42,120,135,,,,28.5394158363342,248.652993520101,0.6695861071348189
1936,41,42,135,150,,,,30.5056611696879,244.14163589477502,0.7245407750209171
1937,41,42,150,175,71.58743299999999,237.6,1.02,32.6523685455322,239.623962402344,0.7860479702552159
1938,41,42,175,200,,,,35.2444988886515,234.499986012777,0.8632131169239681
1939,41,42,200,250,73.39390923,231.7,1.18,38.9618943532308,226.34394582112597,0.9809716194868091
1940,41,42,250,300,,,,45.2286637624105,208.70361455281602,1.1975550949573501
1941,41,42,300,500,84.996422745,163.55,1.8199999999999998,55.4709768295288,170.934834798177,1.5973681310812602
1942,41,42,500,700,71.65175792,66.8,2.8,66.9654833475749,111.35877482096399,2.1839817365010603
1943,41,42,700,1000,68.22152866,32.0,3.04,70.60548909505209,58.2818253835042,2.7512260476748103
1944,41,42,1000,1250,55.322449156666664,15.55,3.12,62.052980422973604,49.157054901123,2.9943922758102404
1945,41,42,1250,1500,,,,51.328614234924295,74.7206649780273,2.9466171860694903
1946,41,42,1500,2000,50.189033394999996,12.149999999999999,3.145,45.3695742289225,121.34896850585899,2.79979362090429
1947,41,42,2000,2500,40.94107624,39.5,3.05,44.0490036010742,163.775543212891,2.64060435692469
1948,41,42,2500,3000,38.06589655,96.7,2.77,44.339469909668,188.08580271403,2.5435555974642403
1949,41,42,3000,3500,,,,44.9674107233683,199.319325764974,2.5033472379048702
1950,41,42,3500,4000,37.49073698,131.4,2.62,45.668227195739696,204.158164978027,2.49151337146759
1951,41,42,4000,4500,47.3423965,141.9,2.6,46.187287966410295,206.000902811686,2.48936353127162
1952,41,42,4500,5000,44.99434502,141.1,2.56,46.5368607838949,207.373971303304,2.48758041858673
1953,41,42,5000,5500,39.885716285,141.1,2.5549999999999997,,,
1954,42,43,0,10,,,,15.5127992630005,270.489091237386,0.36121834690372207
1955,42,43,10,20,,,,15.599500656127901,272.990083058675,0.36553507670760205
1956,42,43,20,30,,,,15.8391695022583,275.66423034668,0.37540537863969803
1957,42,43,30,40,,,,16.274258295695,277.766070048014,0.38982224961121903
1958,42,43,40,50,,,,16.8742105960846,278.84716542561796,0.40881041437387505
1959,42,43,50,60,,,,17.7442450523376,278.61890411377004,0.434009482463201
1960,42,43,60,70,,,,18.880926132202102,277.354860941569,0.46269469708204297
1961,42,43,70,80,,,,20.0906004905701,275.37939453125,0.49369560927152595
1962,42,43,80,90,,,,21.623607953389502,272.304776509603,0.531487541894118
1963,42,43,90,100,,,,23.860310077667197,267.100873311361,0.5838755617539089
1964,42,43,100,110,,,,26.1978101730347,261.305157979329,0.6394677013158799
1965,42,43,110,120,,,,28.5573471387227,255.13292439778598,0.6965811103582379
1966,42,43,120,135,,,,30.859548409779897,249.174950917562,0.754221379756927
1967,42,43,135,150,,,,33.1897929509481,243.45822652181,0.815118551254272
1968,42,43,150,175,,,,35.7255401611328,237.58896255493198,0.885309383273125
1969,42,43,175,200,,,,38.770212809244796,230.488395690918,0.975913897156715
1970,42,43,200,250,,,,43.0754528045654,219.122601826986,1.1146282553672802
1971,42,43,250,300,,,,49.91651598612471,197.23705927530898,1.35413086414337
1972,42,43,300,500,,,,60.0581477483114,156.900039672852,1.75485614935557
1973,42,43,500,700,,,,69.9145030975342,100.464907328288,2.2964945634206098
1974,42,43,700,1000,,,,71.1854349772135,54.7041749954224,2.7923992673556
1975,42,43,1000,1250,,,,62.1182333628337,49.0590855280558,3.00071720282237
1976,42,43,1250,1500,,,,51.544215520223,74.52201016743979,2.9488261342048596
1977,42,43,1500,2000,,,,45.553522745768205,120.27147102356001,2.80410538117091
1978,42,43,2000,2500,,,,44.1295200983683,162.444484710693,2.64597038427989
1979,42,43,2500,3000,,,,44.35541566212971,187.207411448161,2.5469164053599
1980,42,43,3000,3500,,,,44.949830055236795,198.87467956543,2.5047412514686602
1981,42,43,3500,4000,,,,45.654128074645996,203.95198313395198,2.49230976899465
1982,42,43,4000,4500,,,,46.1731653213501,205.664825439453,2.49093492825826
1983,42,43,4500,5000,,,,46.4294573465983,206.283025105794,2.49235691626867
1984,42,43,5000,5500,,,,,,
1985,43,44,0,10,,,,16.780731519063302,276.502352396647,0.44007892161607703
1986,43,44,10,20,,,,16.841094652811698,278.346265157064,0.44317470490932503
1987,43,44,20,30,,,,17.0421249866486,280.639205932617,0.45141339302063005
1988,43,44,30,40,,,,17.4299942652384,282.512606302897,0.464241680999597
1989,43,44,40,50,,,,18.0045705636342,283.48346455891897,0.48190457870562897
1990,43,44,50,60,,,,18.872522830963103,283.219426472982,0.505718337992827
1991,43,44,60,70,,,,19.9429337183634,282.160680135091,0.5320985292394961
1992,43,44,70,80,,,,21.1245517730713,280.248603820801,0.561479777097702
1993,43,44,80,90,,,,22.783696015675897,276.732610066732,0.5995758026838299
1994,43,44,90,100,,,,25.312223752339698,270.363558451335,0.655153016249339
1995,43,44,100,110,,,,28.0371990203857,263.098882039388,0.71546271443367
1996,43,44,110,120,,,,30.802037715911897,255.42831802368198,0.778596550226212
1997,43,44,120,135,,,,33.5400931040446,247.96193186442102,0.844341367483139
1998,43,44,135,150,,,,36.330240249633796,240.580918629964,0.916175698240598
1999,43,44,150,175,,,,39.338449160258,232.67029953002898,1.00056157509486
2000,43,44,175,200,,,,42.881553649902294,222.95990753173803,1.10899696747462
2001,43,44,200,250,,,,47.739201863606795,208.133447011312,1.26882189512253
2002,43,44,250,300,,,,54.99027697245279,182.614940643311,1.52482719222705
2003,43,44,300,500,,,,64.6894626617432,141.286773681641,1.91630114118258
2004,43,44,500,700,,,,72.5950571695964,89.4410413106283,2.40642372767131
2005,43,44,700,1000,,,,71.5034465789795,51.30692164103189,2.8320679465929706
2006,43,44,1000,1250,,,,61.9484399159749,49.192818959554,3.00586634874344
2007,43,44,1250,1500,,,,51.620553334554,74.8844057718913,2.9492563207944196
2008,43,44,1500,2000,,,,45.6852340698242,119.78884124755899,2.8062357902526895
2009,43,44,2000,2500,,,,44.197830518086796,161.564338684082,2.6495674252510097
2010,43,44,2500,3000,,,,44.37699921925861,186.566131591797,2.54939784606298
2011,43,44,3000,3500,,,,44.9442110061646,198.56625111897802,2.50573521852493
2012,43,44,3500,4000,,,,45.643317540486706,203.780127207438,2.4929866592089303
2013,43,44,4000,4500,,,,46.156623204549206,205.395332336426,2.492058634758
2014,43,44,4500,5000,,,,46.3862063090006,205.617650349935,2.4956527948379503
2015,43,44,5000,5500,,,,,,
2016,44,45,0,10,27.843261100000003,,0.41,16.780731519063302,276.502352396647,0.44007892161607703
2017,44,45,10,20,,,,16.841094652811698,278.346265157064,0.44317470490932503
2018,44,45,20,30,22.16374652,248.6,0.4,17.0421249866486,280.639205932617,0.45141339302063005
2019,44,45,30,40,,,,17.4299942652384,282.512606302897,0.464241680999597
2020,44,45,40,50,27.52786987,275.0,0.56,18.0045705636342,283.48346455891897,0.48190457870562897
2021,44,45,50,60,44.043444,286.4,0.74,18.872522830963103,283.219426472982,0.505718337992827
2022,44,45,60,70,,,,19.9429337183634,282.160680135091,0.5320985292394961
2023,44,45,70,80,80.4504358,273.2,1.02,21.1245517730713,280.248603820801,0.561479777097702
2024,44,45,80,90,,,,22.783696015675897,276.732610066732,0.5995758026838299
2025,44,45,90,100,98.29577311,267.4,1.06,25.312223752339698,270.363558451335,0.655153016249339
2026,44,45,100,110,,,,28.0371990203857,263.098882039388,0.71546271443367
2027,44,45,110,120,87.70556974,274.3,1.2,30.802037715911897,255.42831802368198,0.778596550226212
2028,44,45,120,135,,,,33.5400931040446,247.96193186442102,0.844341367483139
2029,44,45,135,150,,,,36.330240249633796,240.580918629964,0.916175698240598
2030,44,45,150,175,72.21896779,243.8,1.25,39.338449160258,232.67029953002898,1.00056157509486
2031,44,45,175,200,,,,42.881553649902294,222.95990753173803,1.10899696747462
2032,44,45,200,250,,,,47.739201863606795,208.133447011312,1.26882189512253
2033,44,45,250,300,84.11141035,181.6,1.66,54.99027697245279,182.614940643311,1.52482719222705
2034,44,45,300,500,82.35138046,134.5,2.19,64.6894626617432,141.286773681641,1.91630114118258
2035,44,45,500,700,90.69845031,74.4,2.71,72.5950571695964,89.4410413106283,2.40642372767131
2036,44,45,700,1000,91.78832124,24.7,3.01,71.5034465789795,51.30692164103189,2.8320679465929706
2037,44,45,1000,1250,46.36550155,13.5,3.1,61.9484399159749,49.192818959554,3.00586634874344
2038,44,45,1250,1500,,,,51.620553334554,74.8844057718913,2.9492563207944196
2039,44,45,1500,2000,,,,45.6852340698242,119.78884124755899,2.8062357902526895
2040,44,45,2000,2500,,,,44.197830518086796,161.564338684082,2.6495674252510097
2041,44,45,2500,3000,,,,44.37699921925861,186.566131591797,2.54939784606298
2042,44,45,3000,3500,,,,44.9442110061646,198.56625111897802,2.50573521852493
2043,44,45,3500,4000,,,,45.643317540486706,203.780127207438,2.4929866592089303
2044,44,45,4000,4500,,,,46.156623204549206,205.395332336426,2.492058634758
2045,44,45,4500,5000,,,,46.3862063090006,205.617650349935,2.4956527948379503
2046,44,45,5000,5500,,,,,,
2047,45,46,0,10,,,,18.163190205891897,282.04090881347696,0.506188740332921
2048,45,46,10,20,,,,18.205238739649502,283.432215372721,0.5084717025359471
2049,45,46,20,30,,,,18.3747700850169,285.388338724772,0.515739592413108
2050,45,46,30,40,,,,18.7313958009084,287.030153910319,0.527999478081862
2051,45,46,40,50,,,,19.2909787495931,287.759407043457,0.5457299028833711
2052,45,46,50,60,,,,20.144983291626,287.482704162598,0.568407222628593
2053,45,46,60,70,,,,21.169541041056302,286.501007080078,0.593719055255254
2054,45,46,70,80,,,,22.3835887908936,284.517608642578,0.622984617948532
2055,45,46,80,90,,,,24.2898319562276,280.121960957845,0.6649304380019511
2056,45,46,90,100,,,,27.2478933334351,272.05347442627004,0.7281702111164731
2057,45,46,100,110,,,,30.469100475311304,262.735260009766,0.798304071029027
2058,45,46,110,120,,,,33.7312065760295,253.137961069743,0.872642233967781
2059,45,46,120,135,,,,36.9646428426107,243.61039352417004,0.951434458295504
2060,45,46,135,150,,,,40.2193063100179,234.01117451985698,1.03801107406616
2061,45,46,150,175,,,,43.6645956039429,223.70522181192996,1.13866454362869
2062,45,46,175,200,,,,47.6958195368449,211.08918889363602,1.2658045689264898
2063,45,46,200,250,,,,53.06123669942221,192.87794494628898,1.44476935267448
2064,45,46,250,300,,,,60.479455947876,164.865810394287,1.7085401515165999
2065,45,46,300,500,,,,69.253542582194,124.575326919556,2.07805087169011
2066,45,46,500,700,,,,74.8277359008789,78.8378569285075,2.50997885068258
2067,45,46,700,1000,,,,71.5278619130452,48.2997595469157,2.8685426513353995
2068,45,46,1000,1250,,,,61.6192401250203,49.5042304992676,3.00986842314402
2069,45,46,1250,1500,,,,51.6105031967163,75.64616076151529,2.9483086069424904
2070,45,46,1500,2000,,,,45.7828811009725,119.684745788574,2.80691061417262
2071,45,46,2000,2500,,,,44.25704479217529,160.943696339925,2.65213088194529
2072,45,46,2500,3000,,,,44.4000142415365,186.025615692139,2.55150918165843
2073,45,46,3000,3500,,,,44.9361279805501,198.247975667318,2.50676161050797
2074,45,46,3500,4000,,,,45.632745107015,203.620784759521,2.49351189533869
2075,45,46,4000,4500,,,,46.1375166575114,205.180005391439,2.49282509088516
2076,45,46,4500,5000,,,,46.363279342651396,205.175132751465,2.4979432225227405
2077,45,46,5000,5500,,,,,,
2078,46,47,0,10,,,,19.788675626119,287.08886464436796,0.5629066824913019
2079,46,47,10,20,,,,19.8200087547302,288.152600606283,0.564801720281442
2080,46,47,20,30,,,,19.9701156616211,289.818318684896,0.571775143345197
2081,46,47,30,40,,,,20.322976112365698,291.208791097005,0.5844130292534829
2082,46,47,40,50,,,,20.9080417950948,291.67682393391897,0.6032148003578189
2083,46,47,50,60,,,,21.7620476086934,291.343266805013,0.625922858715057
2084,46,47,60,70,,,,22.8111000061035,290.26998647054,0.6517698317766191
2085,46,47,70,80,,,,24.1321368217468,287.977798461914,0.682664424180984
2086,46,47,80,90,,,,26.4110562006632,282.053988138835,0.7320562601089481
2087,46,47,90,100,,,,29.9190810521444,271.55751037597696,0.80775844057401
2088,46,47,100,110,,,,33.7448581059774,259.571448008219,0.893975839018822
2089,46,47,110,120,,,,37.6316404342651,247.07172393798803,0.9866725951433181
2090,46,47,120,135,,,,41.4739694595337,234.554950714111,1.0853934387366
2091,46,47,135,150,,,,45.25635433197021,222.021719614665,1.1922330558299998
2092,46,47,150,175,,,,49.168622970581104,208.78458150227902,1.31254159410795
2093,46,47,175,200,,,,53.6073592503866,193.323095957438,1.45645066102346
2094,46,47,200,250,,,,59.2103996276855,172.872582753499,1.6447326640288
2095,46,47,250,300,,,,66.3247178395589,144.41779708862302,1.9017810622851101
2096,46,47,300,500,,,,73.5383758544922,107.46841875712099,2.2357121706008902
2097,46,47,500,700,,,,76.3973503112793,69.1059557596842,2.6045329173406
2098,46,47,700,1000,,,,71.2190539042155,45.7718264261881,2.90095674991608
2099,46,47,1000,1250,,,,61.1993366877238,49.9487457275391,3.0130054752032
2100,46,47,1250,1500,,,,51.54551855723061,76.65263303120929,2.94657607873281
2101,46,47,1500,2000,,,,45.8568811416626,119.87989171346001,2.8065112431844104
2102,46,47,2000,2500,,,,44.3113803863525,160.531901041667,2.6538713574409503
2103,46,47,2500,3000,,,,44.426865577697804,185.618846893311,2.55312426884969
2104,46,47,3000,3500,,,,44.93889427185061,198.05401102701802,2.50742125511169
2105,46,47,3500,4000,,,,45.6306883494059,203.500254313151,2.49396522839864
2106,46,47,4000,4500,,,,46.1213862101237,205.008238474528,2.4934476017952
2107,46,47,4500,5000,,,,46.3317778905233,204.84387461344397,2.49930189053218
2108,46,47,5000,5500,,,,,,
2109,47,48,0,10,11.49195013,,0.66,19.788675626119,287.08886464436796,0.5629066824913019
2110,47,48,10,20,,,,19.8200087547302,288.152600606283,0.564801720281442
2111,47,48,20,30,56.05032404,259.2,0.84,19.9701156616211,289.818318684896,0.571775143345197
2112,47,48,30,40,,,,20.322976112365698,291.208791097005,0.5844130292534829
2113,47,48,40,50,137.10259319999997,292.4,1.22,20.9080417950948,291.67682393391897,0.6032148003578189
2114,47,48,50,60,,,,21.7620476086934,291.343266805013,0.625922858715057
2115,47,48,60,70,86.12458826,281.7,1.34,22.8111000061035,290.26998647054,0.6517698317766191
2116,47,48,70,80,,,,24.1321368217468,287.977798461914,0.682664424180984
2117,47,48,80,90,,,,26.4110562006632,282.053988138835,0.7320562601089481
2118,47,48,90,100,111.4360185,285.7,1.39,29.9190810521444,271.55751037597696,0.80775844057401
2119,47,48,100,110,,,,33.7448581059774,259.571448008219,0.893975839018822
2120,47,48,110,120,76.31936988,283.6,1.41,37.6316404342651,247.07172393798803,0.9866725951433181
2121,47,48,120,135,,,,41.4739694595337,234.554950714111,1.0853934387366
2122,47,48,135,150,,,,45.25635433197021,222.021719614665,1.1922330558299998
2123,47,48,150,175,76.68622079,251.3,1.61,49.168622970581104,208.78458150227902,1.31254159410795
2124,47,48,175,200,,,,53.6073592503866,193.323095957438,1.45645066102346
2125,47,48,200,250,95.35599015,185.1,1.93,59.2103996276855,172.872582753499,1.6447326640288
2126,47,48,250,300,,,,66.3247178395589,144.41779708862302,1.9017810622851101
2127,47,48,300,500,98.0009701,92.55000000000001,2.655,73.5383758544922,107.46841875712099,2.2357121706008902
2128,47,48,500,700,65.61677177,44.5,2.995,76.3973503112793,69.1059557596842,2.6045329173406
2129,47,48,700,1000,54.98726194333333,25.73333333333333,3.126666666666667,71.2190539042155,45.7718264261881,2.90095674991608
2130,47,48,1000,1250,47.636400665,21.0,3.1500000000000004,61.1993366877238,49.9487457275391,3.0130054752032
2131,47,48,1250,1500,35.56108608,17.1,3.16,51.54551855723061,76.65263303120929,2.94657607873281
2132,47,48,1500,2000,44.5090127275,33.099999999999994,3.0775,45.8568811416626,119.87989171346001,2.8065112431844104
2133,47,48,2000,2500,30.74736037,61.45,2.9450000000000003,44.3113803863525,160.531901041667,2.6538713574409503
2134,47,48,2500,3000,26.655,88.15,2.8,44.426865577697804,185.618846893311,2.55312426884969
2135,47,48,3000,3500,36.97831067,109.4,2.72,44.93889427185061,198.05401102701802,2.50742125511169
2136,47,48,3500,4000,33.66,130.0,2.63,45.6306883494059,203.500254313151,2.49396522839864
2137,47,48,4000,4500,25.94830636,139.1,2.58,46.1213862101237,205.008238474528,2.4934476017952
2138,47,48,4500,5000,23.31192999,142.5,2.55,46.3317778905233,204.84387461344397,2.49930189053218
2139,47,48,5000,5500,27.054970103333332,143.7,2.533333333333333,,,
2140,48,49,0,10,,,,21.741027832031303,291.705960591634,0.616852069894473
2141,48,49,10,20,,,,21.7676669756571,292.530085245768,0.618542681137721
2142,48,49,20,30,,,,21.923866430918398,293.941144307454,0.62588166197141
2143,48,49,30,40,,,,22.320913314819304,294.99311319987004,0.640019794305166
2144,48,49,40,50,,,,22.989615599314398,295.175979614258,0.6605093330144879
2145,48,49,50,60,,,,23.9302673339844,294.631312052409,0.684761837124825
2146,48,49,60,70,,,,25.127652168273897,293.180890401204,0.7132493903239571
2147,48,49,70,80,,,,26.6908901532491,290.099848429362,0.7489808400472009
2148,48,49,80,90,,,,29.6024058659871,281.470998128255,0.8127461870511371
2149,48,49,90,100,,,,33.9577239354452,266.929616292318,0.911441127459208
2150,48,49,100,110,,,,38.6378971735636,250.35522333780898,1.02439156671365
2151,48,49,110,120,,,,43.283610661824504,233.66765721639,1.14352422952652
2152,48,49,120,135,,,,47.661391258239696,217.727138519287,1.26502820849419
2153,48,49,135,150,,,,51.7617031733195,202.581169128418,1.389287819465
2154,48,49,150,175,,,,55.8665046691895,187.324663798014,1.52151683966319
2155,48,49,175,200,,,,60.4455734888713,170.317460378011,1.67228225866954
2156,48,49,200,250,,,,65.9072958628337,149.384577433268,1.85786219437917
2157,48,49,250,300,,,,72.080015818278,122.855387369792,2.09320819377899
2158,48,49,300,500,,,,77.12158393859859,91.2742576599121,2.38073754310608
2159,48,49,500,700,,,,77.096321105957,60.7541052500407,2.6866108377774602
2160,48,49,700,1000,,,,70.5818138122559,43.77849706014,2.92892223596573
2161,48,49,1000,1250,,,,60.73042615254721,50.4628114700317,3.0157149632771802
2162,48,49,1250,1500,,,,51.449699719746896,77.7676378885905,2.9445294936498
2163,48,49,1500,2000,,,,45.9122578303019,120.295866012573,2.80536357561747
2164,48,49,2000,2500,,,,44.363523165384905,160.269382476807,2.65505007902781
2165,48,49,2500,3000,,,,44.4584678014119,185.364176432292,2.55417136351267
2166,48,49,3000,3500,,,,44.9527702331543,197.98493830363,2.50774957736333
2167,48,49,3500,4000,,,,45.6481749216715,203.46228663126598,2.4943856994311
2168,48,49,4000,4500,,,,46.118125597635895,204.859901428223,2.4941489299138397
2169,48,49,4500,5000,,,,46.2790835698446,204.53136189778598,2.50000902016958
2170,48,49,5000,5500,,,,,,
2171,49,50,0,10,,,,23.7791527112325,295.51922861735,0.6706973661979039
2172,49,50,10,20,,,,23.811341603597,296.198936462402,0.672470718622208
2173,49,50,20,30,71.45589064,263.1,1.01,24.031802813212103,297.369534810384,0.6813532958428061
2174,49,50,30,40,88.18739546,260.5,1.12,24.5555806159973,297.971471150716,0.69870787858963
2175,49,50,40,50,96.17641993,293.6,1.34,25.394450028737396,297.781061808268,0.7218832522630692
2176,49,50,50,60,,,,26.542423248291,296.754483540853,0.749397064248721
2177,49,50,60,70,122.1161598,296.4,1.49,28.0264050165812,294.459831237793,0.783191233873367
2178,49,50,70,80,129.87272520000002,297.3,1.52,30.0565657615662,289.600601196289,0.829178705811501
2179,49,50,80,90,,,,33.9630064964294,276.290166219076,0.917520632346471
2180,49,50,90,100,111.6977017,296.4,1.59,39.4343026479085,255.599398295085,1.04886923233668
2181,49,50,100,110,,,,45.125876744588204,233.452373504639,1.19487458467484
2182,49,50,110,120,,,,50.4688606262207,212.457922617594,1.34137774507205
2183,49,50,120,135,,,,55.1894019444784,193.679316202799,1.4820452829202
2184,49,50,135,150,,,,59.3778168360392,176.910051981608,1.61704425017039
2185,49,50,150,175,94.40349725,168.4,2.33,63.4333454767863,160.931251525879,1.7525347868601497
2186,49,50,175,200,,,,67.6992486317952,144.422125498454,1.8959644536177298
2187,49,50,200,250,,,,72.36692555745441,125.579313278198,2.0614745815595
2188,49,50,250,300,84.38470936,92.3,2.74,76.93473498026529,103.12051836649599,2.2623771031697597
2189,49,50,300,500,89.62745185,49.1,2.95,79.5390097300212,77.7562529246012,2.5008253455162
2190,49,50,500,700,85.64618049,30.9,2.99,76.9665667215983,54.2583926518758,2.7521372238795
2191,49,50,700,1000,47.01400641,25.8,3.04,69.7510242462158,42.333374977111795,2.9514752626419103
2192,49,50,1000,1250,36.24243408,23.2,3.08,60.27377669016521,50.9310207366943,3.01830250024796
2193,49,50,1250,1500,,,,51.3573579788208,78.7859420776367,2.94280962149302
2194,49,50,1500,2000,,,,45.956677436828606,120.82764434814501,2.80387979745865
2195,49,50,2000,2500,,,,44.4167315165202,160.075248718262,2.65600597858429
2196,49,50,2500,3000,,,,44.4943383534749,185.22479629516602,2.55481286843618
2197,49,50,3000,3500,,,,44.983156204223604,198.093196868896,2.50766386588415
2198,49,50,3500,4000,,,,45.6778113047282,203.443387349447,2.49498462677002
2199,49,50,4000,4500,,,,46.1219841639201,204.71546427408902,2.49505188067754
2200,49,50,4500,5000,,,,46.2444505691528,204.232219696045,2.5009977221489
2201,49,50,5000,5500,,,,,,
2202,50,51,0,10,,,,27.038814544677702,299.233896891276,0.7294624596834179
