,Cruise,Station,Latitude,Longitude,Sample #,Date Sampled,DEPTH [m],dCo [pM],LdCo [pM],CTDPRS [dbar],CTDTMP,CTDOXY [umol/kg],CTDFLUOR,Salinity,Silicate [umol/kg],Phosphate [umol/kg],Nitrate [umol/kg],Nitrite [umol/kg],CTDXMISS,CTDSAL,Density,CTDOXY [uM],Silicate [uM],Phosphate [uM],Nitrate [uM],Nitrite [uM]
685,GP15,38,-17.50019,-152.0006,15684,43425,250,10.00717207,,249.4,19.5447,178.5,0.001,35.6734,0.29,0.46,4.39,0.01,4.71,35.6734,1.026486466,183.2278341,0.297681075,0.472183774,4.506275585,0.010264865
686,GP15,38,-17.50019,-152.0006,15682,43425,325,12.36396353,,325.1,15.2917,172,0,35.09,2.25,0.76,9.85,0.01,4.713,35.09,1.027417635,176.7158331,2.311689678,0.780837402,10.1200637,0.010274176
687,GP15,38,-17.50019,-152.0006,15680,43425,425,56.24812834,,426.2,10.8813,155.6,0.001,34.6403,8.6,1.41,19.9,0,4.716,34.6403,1.028434265,160.0243716,8.844534676,1.450092313,20.46584187,0
688,GP15,38,-17.50019,-152.0006,15678,43425,500,42.25759891,,501.7,7.9405,157.6,0.001,34.4476,15.05,1.8,26.5,0,4.717,34.4476,1.029132494,162.191281,15.48844403,1.852438489,27.27201109,0
689,GP15,38,-17.50019,-152.0006,15676,43425,650,45.26056981,,653.4,5.8906,159.1,0.001,34.4048,28.35,2.11,31.3,0,4.718,34.4048,1.030094433,163.8880243,29.20317718,2.173499254,32.24195576,0
690,GP15,38,-17.50019,-152.0006,15674,43425,800,44.81801356,,804.2,4.9229,147.3,0.001,34.449,46.53,2.27,33.68,0,4.717,34.449,1.030949667,151.858886,47.97008801,2.340255744,34.72238478,0
691,GP15,38,-17.50019,-152.0006,15672,43425,1000,40.36024805,,1006.2,3.9835,141,0.001,34.4967,66.67,2.4,35.2,0,4.72,34.4967,1.032032628,145.5166006,68.80561532,2.476878308,36.32754851,0
692,GP15,39,-19.99996,-152.00002,15705,43425,2,0,0,2,26.9263,198.6964,0.0014,36.1504,0.2,0.05,0,0,4.6775,36.1365,1.023607355,203.3870965,0.204721471,0.051180368,0,0
693,GP15,39,-19.99996,-152.00002,15742,43425,25,0,0,22.4,26.9306,197.7,0.001,36.1389,0.2,0.05,0.03,0,4.68,36.1389,1.023695271,202.3845551,0.204739054,0.051184764,0.030710858,0
694,GP15,39,-19.99996,-152.00002,15740,43425,45,0,0,42.2,26.4363,203.8,0.001,36.1677,0.1,0.05,0.01,0,4.673,36.1677,1.023959667,208.6829801,0.102395967,0.051197983,0.010239597,0
695,GP15,39,-19.99996,-152.00002,15738,43425,90,12.00895465,0,88.5,24.7226,209,0.002,35.8147,0.1,0.02,0.01,0,4.681,35.8147,1.024424971,214.1048189,0.102442497,0.020488499,0.01024425,0
696,GP15,39,-19.99996,-152.00002,15736,43425,120,6.318993814,0,118.4,24.3517,194.6,0.006,36.0552,0.1,0.09,0.01,0,4.679,36.0552,1.024847851,199.4353918,0.102484785,0.092236307,0.010248479,0
697,GP15,39,-19.99996,-152.00002,15734,43425,150,9.954688834,0,149.2,22.4044,198.2,0.005,35.7336,0,0.08,0.16,0.1,4.693,35.7336,1.025310283,203.216498,0,0.082024823,0.164049645,0.102531028
698,GP15,39,-19.99996,-152.00002,15732,43425,200,6.823371547,0,199.4,20.3178,187.2,0.002,35.6934,0.1,0.19,2.11,0.01,4.705,35.6934,1.02607791,192.0817847,0.102607791,0.194954803,2.165024389,0.010260779
699,GP15,39,-19.99996,-152.00002,15730,43425,250,6.38971922,,249,18.6631,189.8,0.001,35.5208,0.2,0.25,3.32,0.01,4.712,35.5208,1.02659783,194.8482682,0.205319566,0.256649458,3.408304797,0.010265978
700,GP15,39,-19.99996,-152.00002,15728,43425,300,0.307139833,0,299.7,17.2443,192.4,0,35.3499,0.49,0.35,4.79,0,4.714,35.3499,1.02704429,197.6033213,0.503251702,0.359465501,4.919542148,0
701,GP15,39,-19.99996,-152.00002,15726,43425,350,20.1241513,,349.8,15.0536,192.9,0.001,35.0782,1.27,0.54,7.8,0,4.716,35.0782,1.027571241,198.2184925,1.305015477,0.55488847,8.015055683,0
702,GP15,39,-19.99996,-152.00002,15724,43425,400,33.85789607,0,399.9,12.7029,188.8,0.001,34.8024,2.83,0.85,12.07,0,4.718,34.8024,1.028085827,194.1026041,2.90948289,0.873872953,12.40899593,0
703,GP15,39,-19.99996,-152.00002,15722,43425,450,25.80007254,,451,10.1114,186.4,0.001,34.5494,5.47,1.24,18.23,0,4.718,34.5494,1.028615716,191.7339695,5.626527967,1.275483488,18.75166451,0
704,GP15,39,-19.99996,-152.00002,15720,43425,500,58.87344641,8.400752043,501.4,8.1417,189.6,0.001,34.4209,8.7,1.53,22.9,0,4.72,34.4209,1.029077828,195.1131561,8.952977099,1.574489076,23.56588225,0
705,GP15,39,-19.99996,-152.00002,15837,43426,500,31.23711226,,501.1,8.3264,186.4,0.001,34.4354,8.51,1.52,22.77,0,4.718,34.4354,1.029057969,191.8164054,8.757283313,1.564168112,23.43164995,0
706,GP15,39,-19.99996,-152.00002,15833,43426,600,38.62852112,,603.5,6.5624,202.5,0.001,34.3604,14.47,1.84,27.32,0,4.718,34.3604,1.029735686,208.5214765,14.90027538,1.894713663,28.13237895,0
707,GP15,39,-19.99996,-152.00002,15829,43426,700,45.486817,,703.9,5.5567,183.1,0.001,34.3514,23.47,2.03,30.43,0,4.719,34.3514,1.030328579,188.6531629,24.18181175,2.091567016,31.35289867,0
708,GP15,39,-19.99996,-152.00002,15825,43426,900,39.92594826,,906,4.5615,150.3,0.001,34.4459,50.95,2.35,34.11,0,4.72,34.4459,1.031459324,155.0283364,52.55285257,2.423929412,35.18307755,0
709,GP15,39,-19.99996,-152.00002,15821,43426,1100,46.08266919,,1106.5,3.6375,149.1,0.001,34.4917,69.72,2.43,35.09,0,4.72,34.4917,1.032530324,153.9502714,71.98801421,2.509048688,36.23148908,0
710,GP15,39,-19.99996,-152.00002,15817,43426,1400,23.65547273,,1410.7,2.8251,149.2,0.001,34.5627,92.3,2.45,35.54,0,4.722,34.5627,1.034075992,154.2841381,95.4452141,2.533486182,36.75106077,0
711,GP15,39,-19.99996,-152.00002,15773,43426,1800,25.18494095,3.075566786,1815.8,2.2755,147.7,0.001,34.6189,109.84,2.39,35.58,0,4.72,34.6189,1.036029656,153.0215802,113.7974974,2.476110879,36.86193517,0
712,GP15,39,-19.99996,-152.00002,15769,43426,2200,19.86438114,,2222.5,2.0008,152.1,0.001,34.645,118.44,2.4,35.51,0,4.721,34.645,1.037920858,157.8677625,122.9313464,2.491010059,36.85656966,0
713,GP15,39,-19.99996,-152.00002,15765,43426,2600,25.70833949,0,2630.7,1.8303,156.1,0.001,34.66,121.47,2.38,35.15,0,4.722,34.66,1.03978337,162.310184,126.3024859,2.47468442,36.54838544,0
714,GP15,39,-19.99996,-152.00002,15761,43426,3400,24.54894575,0,3447.5,1.5632,168.1,0.001,34.6827,124.79,2.34,34.41,0,4.723,34.6827,1.0434533,175.4044997,130.2125373,2.441680721,35.90522804,0
715,GP15,39,-19.99996,-152.00002,15757,43426,4060,22.92907639,,4121.1,1.4315,176.9,0.001,34.6935,121.85,2.25,33.49,0,4.724,34.6935,1.046417803,185.1113093,127.5060093,2.354440056,35.04453222,0
716,GP15,39,-19.99996,-152.00002,15753,43426,4180,20.53625198,0,4244.6,1.4232,177.1,0.001,34.6946,121.56,2.25,33.41,0,4.725,34.6946,1.046953666,185.4154943,127.2676877,2.355645749,34.97872199,0
