,Cruise,Station,Latitude,Longitude,Sample #,Date Sampled,DEPTH [m],dCo [pM],LdCo [pM],CTDPRS [dbar],CTDTMP,CTDOXY [umol/kg],CTDFLUOR,Salinity,Silicate [umol/kg],Phosphate [umol/kg],Nitrate [umol/kg],Nitrite [umol/kg],CTDXMISS,CTDSAL,Density,CTDOXY [uM],Silicate [uM],Phosphate [uM],Nitrate [uM],Nitrite [uM]
121,GP15,8,47.00001,-151.9999,12885,43377,200,95.35599015,31.83076325,198.2,5.3075,185.1,0.001,33.6846,45.03,1.93,26.99,0.01,4.674,33.6846,1.027520225,190.1939937,46.26923575,1.983114035,27.73277088,0.010275202
122,GP15,8,47.00001,-151.9999,13018,43379,300,94.3710754,14.66607195,299,4.5238,113.7,0.001,33.84,68.86,2.55,35.8,0.01,4.685,33.84,1.028203511,116.9067392,70.80209378,2.621918953,36.8096857,0.010282035
123,GP15,8,47.00001,-151.9999,12882,43377,400,101.6308648,26.79746558,403.4,4.1631,71.4,0.001,33.9435,84.96,2.76,39.54,0.01,4.685,33.9435,1.028811513,73.45714202,87.40782614,2.839519776,40.67920722,0.010288115
124,GP15,8,47.00001,-151.9999,13015,43379,500,61.89304465,4.408804798,501.5,4.0645,49.9,0.001,34.0642,97.94,2.96,41.51,0,4.689,34.0642,1.029372984,51.36571192,100.8167901,3.046944034,42.72927258,0
125,GP15,8,47.00001,-151.9999,13012,43379,600,69.34049889,7.329855088,602.8,3.8787,39.1,0.001,34.1441,107.8,3.03,42.41,0,4.692,34.1441,1.029926154,40.27011263,111.0260394,3.120676248,43.67916821,0
126,GP15,8,47.00001,-151.9999,13009,43379,700,62.93147154,,707.3,3.6224,29.9,0.001,34.2224,118.24,3.08,43.1,0,4.692,34.2224,1.030500196,30.81195586,121.8463432,3.173940604,44.41455845,0
127,GP15,8,47.00001,-151.9999,13006,43379,800,53.03352304,12.85029244,805.6,3.4028,25.2,0.001,34.2805,126.93,3.16,43.54,0,4.692,34.2805,1.03102474,25.98182346,130.8679703,3.25803818,44.8908172,0
128,GP15,8,47.00001,-151.9999,13003,43379,900,48.99679125,,909.2,3.1802,22.1,0.001,34.3321,134.54,3.14,43.89,0,4.692,34.3321,1.031568304,22.79765951,138.7871996,3.239124474,45.27553285,0
129,GP15,8,47.00001,-151.9999,13000,43379,1000,57.49656863,11.46990665,1010.6,2.9976,20.9,0.001,34.3693,141.17,3.16,44.07,0,4.693,34.3693,1.032085141,21.57057944,145.6994593,3.261389044,45.48399214,0
130,GP15,8,47.00001,-151.9999,12985,43378,1100,37.7762327,0,1109.6,2.8057,21.1,0.001,34.4075,146.64,3.14,44.32,0,4.692,34.4075,1.032592237,21.78769619,151.4193256,3.242339623,45.76448792,0
131,GP15,8,47.00001,-151.9999,12982,43378,1300,35.56108608,13.65795808,1314.5,2.5444,17.1,0.001,34.4609,156.49,3.16,44.64,0,4.693,34.4609,1.033603795,17.6746249,161.7486579,3.266187993,46.14007342,0
132,GP15,8,47.00001,-151.9999,12979,43378,1500,36.736099,,1514.3,2.3421,20.6,0.001,34.5043,163.22,3.13,44.53,0,4.692,34.5043,1.03457452,21.31223511,168.8632532,3.238218248,46.06960338,0
133,GP15,8,47.00001,-151.9999,12976,43378,1700,77.00588284,34.18317077,1718.7,2.1613,29.2,0.001,34.5439,168.49,3.08,43.95,0,4.694,34.5439,1.035557648,30.23828334,174.4811082,3.189517557,45.51275865,0
134,GP15,8,47.00001,-151.9999,12973,43378,1900,24.13923435,,1923.4,2.0079,42.8,0.001,34.5748,172.19,3.03,43.1,0,4.692,34.5748,1.036528968,44.36343984,178.4799231,3.140682774,44.67439854,0
135,GP15,8,47.00001,-151.9999,12997,43379,1900,40.15483472,,1924,2.0421,39.8,0.001,34.5691,170.83,3.07,43.49,0,4.697,34.5691,1.036522776,41.25360648,177.0691858,3.182124922,45.07837552,0
136,GP15,8,47.00001,-151.9999,12970,43378,2100,28.84472074,23.7028955,2126.1,1.8993,55,0.001,34.5969,172.78,2.97,42.18,0,4.695,34.5969,1.037475435,57.06114894,179.2550057,3.081302043,43.76071386,0
137,GP15,8,47.00001,-151.9999,12967,43378,2300,32.65,,2329.5,1.7987,67.9,0.001,34.6161,173.94,2.92,41.42,0,4.696,34.6161,1.038418479,70.50861473,180.6225103,3.032181959,43.0112934,0
138,GP15,8,47.00001,-151.9999,12964,43378,2500,30.57,0,2534.1,1.7136,80.4,0.001,34.6311,173.36,2.85,40.71,0,4.698,34.6311,1.039358212,83.56440027,180.1831397,2.962170905,42.31227282,0
139,GP15,8,47.00001,-151.9999,12936,43377,2751,22.74,,2791.3,1.632,95.9,0.001,34.6468,170.91,2.75,39.77,0,4.695,34.6468,1.040528553,99.78668825,177.836735,2.861453521,41.38182056,0
140,GP15,8,47.00001,-151.9999,12933,43377,3000,36.97831067,,3044.5,1.5699,109.4,0.001,34.6588,169.16,2.72,39.05,0,4.695,34.6588,1.041669926,113.9586899,176.2088847,2.833342199,40.67721062,0
141,GP15,8,47.00001,-151.9999,12930,43377,3500,33.66,4.641335951,3557.7,1.501,130,0.001,34.6741,163.79,2.63,37.74,0.01,4.697,34.6741,1.043950451,135.7135586,170.9886444,2.745589686,39.39869002,0.010439505
142,GP15,8,47.00001,-151.9999,12927,43377,4000,25.94830636,1.707652193,4069.7,1.491,139.1,0.001,34.6826,164.96,2.58,37.05,0.01,4.698,34.6826,1.046187446,145.5246737,172.579081,2.699163609,38.76124486,0.010461874
143,GP15,8,47.00001,-151.9999,12924,43377,4500,23.31192999,0,4583.6,1.53,142.5,0.001,34.6857,168.66,2.55,36.85,0.01,4.698,34.6857,1.048395421,149.3963475,176.8223717,2.673408324,38.63337127,0.010483954
144,GP15,8,47.00001,-151.9999,12921,43377,5000,29.4442631,0,5099.5,1.5799,143.7,0.001,34.6871,168.76,2.54,36.56,0.01,4.696,34.6871,1.050583082,150.9687889,177.296401,2.668481029,38.40931749,0.010505831
145,GP15,8,47.00001,-151.9999,12918,43377,5050,32.8408971,0,5150.9,1.5865,143.7,0.001,34.6872,171.2,2.55,36.81,0.01,4.695,34.6872,1.050799279,150.9998564,179.8968366,2.679538162,38.67992147,0.010507993
146,GP15,8,47.00001,-151.9999,12915,43377,5091,18.87975011,0,5195.1,1.592,143.7,0.001,34.6872,171.2,2.51,36.6,0.01,4.694,34.6872,1.05098496,151.0265387,179.9286251,2.637972249,38.46604953,0.01050985
147,GP15,9,44.50005,-151.9998,13033,43380,2,27.8432611,0,2,17.1395,249.3996,0.0179,32.3762,0,0.41,0.66,0.02,4.5274,32.3914,1.023495901,255.2594683,0,0.419633319,0.675507295,0.020469918
148,GP15,9,44.50005,-151.9998,13071,43380,25,22.16374652,0,22.3,17.1187,248.6,0.029,32.393,0,0.4,0.74,0.03,4.524,32.393,1.023591707,254.4648983,0,0.409436683,0.757457863,0.030707751
149,GP15,9,44.50005,-151.9998,13069,43380,43,27.52786987,0,43,13.5051,275,0.035,32.49,0,0.56,1.48,0.05,4.557,32.49,1.024546891,281.750395,0,0.573746259,1.516329398,0.051227345
150,GP15,9,44.50005,-151.9998,13067,43380,55,44.043444,0,52.4,10.9547,286.4,0.03,32.5697,0.68,0.74,3.73,0.11,4.575,32.5697,1.02513307,293.5981111,0.697090487,0.758598472,3.82374635,0.112764638
151,GP15,9,44.50005,-151.9998,13065,43380,70,80.4504358,0,67.1,8.7979,273.2,0.011,32.6192,5.18,1.02,9.59,0.48,4.624,32.6192,1.025595347,280.1926487,5.312583896,1.046107254,9.835459375,0.492285766
152,GP15,9,44.50005,-151.9998,13063,43380,90,98.29577311,21.57024307,87.8,8.174,267.4,0.003,32.7015,6.55,1.06,11,0.03,4.662,32.7015,1.025848842,274.3119804,6.719309916,1.087399773,11.28433726,0.030775465
153,GP15,9,44.50005,-151.9998,13061,43380,110,87.70556974,29.06206737,107,7.5587,274.3,0.002,32.7852,11.44,1.2,13.39,0.03,4.669,32.7852,1.026091901,281.4570085,11.73849135,1.231310282,13.73937056,0.030782757
154,GP15,9,44.50005,-151.9998,13059,43380,150,72.21896779,23.25088047,149.4,7.3387,243.8,0.001,33.5472,19.93,1.25,16.88,0.01,4.669,33.5472,1.026916523,250.3622483,20.4664463,1.283645654,17.33435091,0.010269165
155,GP15,9,44.50005,-151.9998,13057,43380,250,84.11141035,9.982766818,248.7,7.1033,181.6,0.001,33.9009,36.04,1.66,23.83,0.01,4.675,33.9009,1.027683932,186.6274021,37.03772892,1.705955328,24.48970811,0.010276839
156,GP15,9,44.50005,-151.9998,13055,43380,350,82.35138046,4.046510033,349.7,5.5424,134.5,0.001,33.893,56.84,2.19,31.29,0.01,4.678,33.893,1.028354265,138.3136487,58.45165644,2.252095841,32.17720496,0.010283543
157,GP15,9,44.50005,-151.9998,13053,43380,500,90.69845031,10.75737869,503,4.5501,74.4,0.001,34.0109,84.57,2.71,38.4,0.01,4.689,34.0109,1.029278747,76.57833878,87.04610364,2.789345405,39.52430389,0.010292787
158,GP15,9,44.50005,-151.9998,13051,43380,750,91.78832124,6.809942041,754.7,3.7399,24.7,0.001,34.221,115.41,3.01,42.67,0,4.691,34.221,1.030702805,25.45835929,118.9534108,3.102415444,43.9800887,0
159,GP15,9,44.50005,-151.9998,13049,43380,1000,46.36550155,6.704101242,1009.9,3.0946,13.5,0.001,34.3474,138.05,3.1,43.96,0,4.694,34.3474,1.032052644,13.93271069,142.4748675,3.199363196,45.36903422,0
160,GP15,10,41.99998,-151.9996,13076,43380,2,5.788761769,0,2,18.3775,240.694,0.0024,32.9651,0,0.25,0.01,0,4.6187,32.9674,1.023638348,246.3836086,0,0.255909587,0.010236383,0
161,GP15,10,41.99998,-151.9996,13101,43381,25,11.07568957,0,22.8,18.3075,240.9,0.004,32.9716,0,0.24,0,0,4.616,32.9716,1.023750367,246.6214634,0,0.245700088,0,0
162,GP15,10,41.99998,-151.9996,13099,43381,40,11.78952048,0,37.5,18.0028,242.5,0.005,32.9745,0,0.22,0,0,4.614,32.9745,1.023892045,248.2938208,0,0.22525625,0,0
163,GP15,10,41.99998,-151.9996,13097,43381,60,31.18425148,0,57.6,11.1791,291.7,0.067,33.0728,0,0.37,0.43,0.11,4.513,33.0728,1.025507407,299.1405106,0,0.379437741,0.440968185,0.112805815
164,GP15,10,41.99998,-151.9996,13095,43381,80,60.66793742,,78.5,10.169,263.6,0.01,33.1349,0.68,0.63,5.4,0.08,4.651,33.1349,1.02582693,270.4079789,0.697562313,0.646270966,5.539465424,0.082066154
165,GP15,10,41.99998,-151.9996,13093,43381,100,71.37330136,1.988699293,98.1,9.5056,261,0.003,33.174,4.69,0.78,8.09,0.02,4.674,33.174,1.026057064,267.8008938,4.812207631,0.80032451,8.300801649,0.020521141
166,GP15,10,41.99998,-151.9996,13091,43381,150,71.587433,,147.4,9.3678,237.6,0.001,33.7252,13.77,1.02,13.48,0.01,4.677,33.7252,1.026734071,243.9520152,14.13812815,1.047268752,13.84037527,0.010267341
167,GP15,10,41.99998,-151.9996,13089,43381,225,73.39390923,14.25823769,226,8.2679,231.7,0.001,33.8916,20.7,1.18,16.58,0.01,4.683,33.8916,1.02739778,238.0480657,21.26713405,1.212329381,17.0342552,0.010273978
168,GP15,10,41.99998,-151.9996,13087,43381,300,83.81284625,,299.4,7.6448,187.4,0.001,33.9482,32.62,1.55,22.32,0,4.685,33.9482,1.027872244,192.6232585,33.52919259,1.593201978,22.94210848,0
169,GP15,10,41.99998,-151.9996,13085,43381,400,86.17999924,25.14829379,403.4,6.0625,139.7,0.001,33.9318,52.44,2.09,29.8,0,4.683,33.9318,1.02856186,143.6900919,53.93778396,2.149694288,30.65114344,0
170,GP15,10,41.99998,-151.9996,13083,43381,600,71.65175792,,604.5,4.4399,66.8,0.001,34.0596,89.74,2.8,39.4,0,4.692,34.0596,1.02979762,68.790481,92.41403839,2.883433335,40.57402622,0
171,GP15,10,41.99998,-151.9996,13081,43381,800,68.22152866,12.94474471,806.4,3.8256,32,0.001,34.2101,113.17,3.04,42.69,0,4.694,34.2101,1.030921069,32.9894742,116.6693373,3.134000049,44.01002042,0
172,GP15,10,41.99998,-151.9996,13079,43381,1000,57.02618304,,1009.7,3.2385,16.1,0.001,34.3249,133.95,3.15,44.08,0,4.696,34.3249,1.032016303,16.61546247,138.2385837,3.250851353,45.49127862,0
173,GP15,10,41.99998,-151.9996,13159,43381,1000,51.60511907,,,,,,32.9651,0,0.25,0.01,0,,,,,,,,
174,GP15,10,41.99998,-151.9996,13158,43381,1240,57.33604536,,1006.7,3.215,15,0.001,34.3288,133.17,3.09,43.68,0,4.694,34.3288,1.032008409,15.48012614,137.4325599,3.188905985,45.07812733,0
175,GP15,10,41.99998,-151.9996,13156,43381,1500,52.18457264,0,1251.7,2.7823,9.6,0.001,34.4155,150.54,3.14,44.63,0,4.694,34.4155,1.033251282,9.919212304,155.5456479,3.244409025,46.1140047,0
176,GP15,10,41.99998,-151.9996,13154,43381,1750,48.19349415,,1515.4,2.4346,14.7,0.001,34.4931,161.56,3.15,44.52,0,4.694,34.4931,1.034558526,15.20801033,167.1432755,3.258859357,46.05854558,0
177,GP15,10,41.99998,-151.9996,13152,43381,2000,32.08538073,,1768.9,2.1802,29.2,0.001,34.5477,169.46,3.09,43.79,0,4.693,34.5477,1.035785275,30.24493003,175.5241727,3.200576499,45.35703719,0
178,GP15,10,41.99998,-151.9996,13150,43381,2250,49.79677175,0,2023.7,1.9674,49.8,0.001,34.5887,173.17,3.01,42.61,0,4.693,34.5887,1.03699764,51.64248247,179.5768813,3.121362897,44.18646944,0
179,GP15,10,41.99998,-151.9996,13146,43381,2750,38.06589655,,2789.2,1.6255,96.7,0.001,34.6495,171.01,2.77,39.57,0,4.697,34.6495,1.040521543,100.6184333,177.9395891,2.882244675,41.17343747,0
180,GP15,10,41.99998,-151.9996,13144,43381,3500,37.49073698,0,3556,1.4893,131.4,0.001,34.6763,167.69,2.62,37.52,0,4.699,34.6763,1.043946092,137.1745165,175.0593202,2.735138761,39.16885738,0
181,GP15,10,41.99998,-151.9996,13142,43381,4250,47.3423965,,4325,1.5072,141.9,0.001,34.6851,168.18,2.6,36.81,0,4.701,34.6851,1.047288287,148.610208,176.1329442,2.722949547,38.55068186,0
182,GP15,10,41.99998,-151.9996,13140,43381,4900,44.99434502,,4993.9,1.5812,141.1,0.001,34.6864,170.71,2.56,36.81,0,4.698,34.6864,1.050134125,148.173925,179.2683965,2.68834336,38.65543714,0
183,GP15,10,41.99998,-151.9996,13138,43381,5015,37.0034256,,5113.8,1.5958,141.1,0.001,34.686,171.1,2.56,36.85,0,4.696,34.686,1.050638887,148.2451469,179.7643135,2.68963555,38.71604297,0
184,GP15,10,41.99998,-151.9996,13136,43381,5055,42.76800697,0,5153.5,1.6004,141.1,0.001,34.6863,170.52,2.55,36.7,0,4.694,34.6863,1.050806036,148.2687316,179.1834452,2.679555391,38.56458151,0
185,GP15,11,39.72462,-151.9999,13187,43382,2,0,,2,,,,34.6864,0,0.15,0,0,,,,,,,,
186,GP15,12,36.99998,-151.99998,13236,43383,2,0,0,2,21.7335,216.0295,0.0021,33.8765,1.07,0.06,0,0,4.6562,33.8666,1.023444228,221.0941449,1.095085324,0.061406654,0,0
187,GP15,12,36.99998,-151.99998,13190,43383,25,0,0,22.3,21.7397,221.7,0.002,33.868,0.98,0.06,0,0,4.662,33.868,1.023531975,226.9170389,1.003061336,0.061411919,0,0
188,GP15,12,36.99998,-151.99998,13212,43383,40,5.916020568,0,37.8,18.4352,239.2,0.003,33.713,0.98,0.09,0,0,4.644,33.713,1.024350984,245.0247554,1.003863964,0.092191589,0,0
189,GP15,12,36.99998,-151.99998,13210,43383,60,3.80838164,,58.3,15.5207,274.8,0.004,33.7791,1.07,0.1,0,0,4.643,33.7791,1.025180077,281.7194852,1.096942682,0.102518008,0,0
190,GP15,12,36.99998,-151.99998,13208,43383,75,22.74599539,0,73.3,14.3179,273.1,0.006,33.6955,0.98,0.13,0,0,4.64,33.6955,1.025443897,280.0487283,1.004935019,0.133307707,0,0
191,GP15,12,36.99998,-151.99998,13206,43383,85,19.8013911,,83.2,13.568,260.1,0.007,33.6462,0.88,0.17,0,0,4.646,33.6462,1.025606259,266.760188,0.902533508,0.174353064,0,0
192,GP15,12,36.99998,-151.99998,13204,43383,95,21.11183346,,92.7,12.8855,247.5,0.016,33.5898,0.88,0.22,0.01,0.06,4.63,33.5898,1.025742732,253.8713262,0.902653604,0.225663401,0.010257427,0.061544564
193,GP15,12,36.99998,-151.99998,13202,43383,105,25.4502712,,102.2,12.7146,241.1,0.01,33.694,0.78,0.36,2.78,0.07,4.652,33.694,1.025899703,247.3444185,0.800201769,0.369323893,2.852001175,0.071812979
194,GP15,12,36.99998,-151.99998,13200,43383,140,52.47813024,13.20005814,138.9,12.0482,228.4,0.004,34.0218,5.76,0.61,8.07,0.03,4.684,34.0218,1.026447731,234.4406618,5.912338932,0.626133116,8.283433191,0.030793432
195,GP15,12,36.99998,-151.99998,13198,43383,180,58.98786333,,178.8,11.505,217.5,0.001,34.1863,10.64,0.8,11.63,0.01,4.689,34.1863,1.026857629,223.3415343,10.92576517,0.821486103,11.94235423,0.010268576
196,GP15,12,36.99998,-151.99998,13196,43383,250,78.34825457,12.74872506,249.6,9.9432,221.6,0.001,34.0767,15.14,0.97,13.87,0.01,4.689,34.0767,1.027373198,227.6659006,15.55443022,0.996552002,14.24966625,0.010273732
197,GP15,12,36.99998,-151.99998,13194,43383,325,70.63468244,,324.3,9.0506,198.4,0.001,34.0611,23.44,1.28,18.46,0.01,4.69,34.0611,1.027850215,203.9254826,24.09280903,1.315648275,18.97411496,0.010278502
198,GP15,12,36.99998,-151.99998,13192,43383,425,95.22699008,23.3716886,426.8,7.4806,159.8,0.001,34.0043,39.45,1.77,25.54,0.01,4.689,34.0043,1.028520483,164.3575732,40.57513307,1.820481255,26.26841314,0.010285205
199,GP15,12,36.99998,-151.99998,13336,43384,425,92.05488334,,426.8,7.4305,158.4,0.001,34.0019,39.75,1.77,25.24,0.01,4.688,34.0019,1.028526162,162.918544,40.88391493,1.820491306,25.96000032,0.010285262
200,GP15,12,36.99998,-151.99998,13332,43384,600,103.4258506,,602.3,4.96,88.5,0.001,34.0215,78.03,2.62,36.62,0.01,4.691,34.0215,1.029690208,91.12758339,80.34672692,2.697788344,37.70725541,0.010296902
201,GP15,12,36.99998,-151.99998,13328,43384,800,81.78984702,9.13926731,805.3,3.9382,30.9,0.001,34.1891,109.85,3.04,42.55,0.01,4.694,34.1891,1.03088447,31.85433012,113.242659,3.133888789,43.8641342,0.010308845
202,GP15,12,36.99998,-151.99998,13324,43384,1100,73.38345798,,1108.4,3.1219,8.2,0.001,34.3675,139.32,3.2,44.87,0,4.696,34.3675,1.032515428,8.466626512,143.8500495,3.304049371,46.32896727,0
203,GP15,12,36.99998,-151.99998,13320,43384,1500,54.16199964,9.136866094,1513.5,2.4818,22,0.001,34.5189,158.34,3.14,44.41,0,4.696,34.5189,1.034563077,22.76038769,163.8127176,3.248528061,45.94494623,0
204,GP15,12,36.99998,-151.99998,13316,43384,1900,40.99952742,,1922.6,2.0367,54.6,0.001,34.5954,167.5,2.98,42.2,0,4.699,34.5954,1.036536023,56.59486683,173.6197838,3.088877347,43.74182015,0
205,GP15,12,36.99998,-151.99998,13284,43384,2300,37.88508741,1.672153847,2328.6,1.7776,78.1,0.001,34.6284,171.4,2.83,40.43,0,4.698,34.6284,1.038425354,81.10102016,177.9861057,2.938743752,41.98353707,0
206,GP15,12,36.99998,-151.99998,13280,43384,2750,33.14718375,,2787.5,1.6001,105.1,0.001,34.6539,166.52,2.68,38.75,0,4.699,34.6539,1.04052024,109.3586773,173.2674304,2.788594244,40.32015931,0
207,GP15,12,36.99998,-151.99998,13276,43384,3500,33.57763984,0,3553.4,1.4873,134,0.001,34.6758,159.98,2.57,36.96,0,4.702,34.6758,1.04393361,139.8871038,167.008499,2.682909378,38.58378623,0
208,GP15,12,36.99998,-151.99998,13272,43384,4500,33.98805105,,4580.5,1.5114,151.9,0.001,34.6857,157.15,2.49,36.08,0,4.704,34.6857,1.048383494,159.2494528,164.7534661,2.610474901,37.82567647,0
209,GP15,12,36.99998,-151.99998,13268,43384,5425,23.39993679,,5533.8,1.6055,153.1,0.001,34.6882,151.97,2.5,36.36,0,4.704,34.6882,1.052405674,161.1233086,159.9340902,2.631014184,38.26547029,0
210,GP15,12,36.99998,-151.99998,13264,43384,5545,14.09302161,0,5657.9,1.6222,153.5,0.001,34.688,149.14,2.45,35.84,0,4.704,34.688,1.052921715,161.6234833,157.0327446,2.579658202,37.73671427,0
211,GP15,13,34.49892,-152.0014,13374,43385,2,2.813096281,,2,22.4217,221.5685,0.0017,,,,,,4.6599,34.5027,1.023734273,226.8272673,,,,
212,GP15,13,34.49892,-152.0014,13373,43385,25,6.891717177,,23.2,22.4226,221.4,0.002,34.5035,0.39,0.01,0,0,4.657,34.5035,1.023826695,226.6752303,0.399292411,0.010238267,0,0
213,GP15,13,34.49892,-152.0014,13371,43385,50,1.158309609,,47.2,17.592,265.2,0.003,34.0847,0.78,0.06,0,0,4.655,34.0847,1.024883478,271.7990982,0.799409112,0.061493009,0,0
214,GP15,13,34.49892,-152.0014,13369,43385,75,5.53235743,,73.3,16.1544,258.8,0.004,34.1565,0.98,0.07,0,0,4.661,34.1565,1.025392844,265.371668,1.004884987,0.071777499,0,0
215,GP15,13,34.49892,-152.0014,13367,43385,100,15.78758167,,98.9,15.1586,249.3,0.01,34.2512,1.46,0.11,0,0,4.668,34.2512,1.025803522,255.732818,1.497673142,0.112838387,0,0
216,GP15,13,34.49892,-152.0014,13365,43385,125,54.28937719,,122.8,13.6813,227.6,0.005,34.2266,3.22,0.4,4.93,0.04,4.68,34.2266,1.026207647,233.5648604,3.304388623,0.410483059,5.059203699,0.041048306
217,GP15,13,34.49892,-152.0014,13363,43385,150,57.43105644,,149.8,12.8143,220.1,0.003,34.2388,5.47,0.57,7.82,0.02,4.687,34.2388,1.02651433,225.9358039,5.615033383,0.585113168,8.027342058,0.020530287
218,GP15,13,34.49892,-152.0014,13361,43385,250,59.68601625,,249.5,10.9412,227.8,0.001,34.1617,10.84,0.81,11.5,0.01,4.696,34.1617,1.027260662,234.0099788,11.13550557,0.832081136,11.81349761,0.010272607
219,GP15,13,34.49892,-152.0014,13359,43385,350,49.94879707,,350.6,9.5819,198.9,0.001,34.1015,20.31,1.19,17.35,0.01,4.697,34.1015,1.027910652,204.4514288,20.87686535,1.223213676,17.83424982,0.010279107
220,GP15,13,34.49892,-152.0014,13357,43385,500,70.79774604,,502.6,6.6913,135.4,0.001,33.9881,48.34,2.01,28.84,0.01,4.693,33.9881,1.028969774,139.3225074,49.74039887,2.068229246,29.67548828,0.010289698
221,GP15,13,34.49892,-152.0014,13355,43385,650,89.4778046,,654,5.015,68.5,0.001,34.0369,78.22,2.7,37.86,0.01,4.695,34.0369,1.029932454,70.55037312,80.56131658,2.780817627,38.99324272,0.010299325
222,GP15,13,34.49892,-152.0014,13353,43385,800,79.68543049,,805.6,4.1128,27.2,0.001,34.1716,104.58,3.03,42.51,0,4.697,34.1716,1.03085014,28.0391238,107.8063076,3.123475924,43.82143944,0
223,GP15,13,34.49892,-152.0014,13351,43385,1000,70.1470171,,1007.7,3.5242,9.4,0.001,34.3275,126.34,3.19,44.36,0,4.7,34.3275,1.031973094,9.700547086,130.3794807,3.291994171,45.77832646,0
224,GP15,14,31.99997,-151.99994,13414,43386,2,0,0,2,23.3433,212.7421,0.0024,35.1329,0,0,0,0,4.6447,35.1666,1.023972558,217.8420724,0,0,0,0
225,GP15,14,31.99997,-151.99994,13438,43386,25,0,0,23.1,23.3309,213.9,0.003,35.1655,0,0,0,0,4.648,35.1655,1.024066677,219.0478622,0,0,0,0
226,GP15,14,31.99997,-151.99994,13435,43386,45,17.67667397,0,42.8,19.0064,254.1,0.004,34.5215,0.88,0.02,0,0,4.638,34.5215,1.024846276,260.4134387,0.901864723,0.020496926,0,0
227,GP15,14,31.99997,-151.99994,13432,43386,75,21.05328903,0,73.2,16.9804,251.2,0.006,34.4931,1.37,0.04,0,0,4.659,34.4931,1.025457477,257.5949182,1.404876743,0.041018299,0,0
228,GP15,14,31.99997,-151.99994,13429,43386,100,6.817775348,,98.3,15.8234,242,0.008,34.4461,1.37,0.07,0,0,4.669,34.4461,1.02580143,248.2439461,1.405347959,0.0718061,0,0
229,GP15,14,31.99997,-151.99994,13426,43386,125,21.43416948,16.30124785,123.5,14.6099,230.8,0.005,34.3549,2.54,0.26,2.2,0.09,4.68,34.3549,1.026112516,236.8267687,2.606325791,0.266789254,2.257447535,0.092350126
230,GP15,14,31.99997,-151.99994,13423,43386,150,68.6837445,,148.5,13.6967,217.4,0.004,34.3422,4.78,0.47,6.17,0.02,4.688,34.3422,1.026408057,223.1411115,4.906230511,0.482411787,6.33293771,0.020528161
231,GP15,14,31.99997,-151.99994,13420,43386,200,57.98398047,11.03328937,199.5,12.0398,215.2,0.001,34.2494,8.88,0.72,10.1,0.01,4.695,34.2494,1.026897115,220.9882592,9.118846385,0.739365923,10.37166087,0.010268971
232,GP15,14,31.99997,-151.99994,13417,43386,300,70.05911381,7.480075298,300,10.4202,220.4,0.001,34.1362,14.06,0.92,12.76,0.01,4.697,34.1362,1.027562165,226.4747011,14.44752403,0.945357191,13.11169322,0.010275622
233,GP15,14,31.99997,-151.99994,13529,43387,400,74.93528294,11.14584759,401.4,9.1088,188.5,0.001,34.0814,24.22,1.37,18.59,0,4.696,34.0814,1.028204475,193.8165436,24.90311239,1.408640131,19.1143212,0
234,GP15,14,31.99997,-151.99994,13526,43387,500,59.64511632,,502.6,6.9264,141,0.001,33.9963,44.43,1.97,27.53,0,4.695,33.9963,1.028941497,145.080751,45.7158707,2.027014748,28.3267594,0
235,GP15,14,31.99997,-151.99994,13523,43387,600,75.3875092,19.3722443,603.2,5.4355,93.6,0.001,34.0052,67.38,2.52,35.05,0,4.694,34.0052,1.029618343,96.37227691,69.37568396,2.594638225,36.08812293,0
236,GP15,14,31.99997,-151.99994,13520,43387,700,93.23533813,,703.2,4.5321,46.3,0.001,34.1017,88.96,2.91,40.36,0,4.694,34.1017,1.030271192,47.70155619,91.65292525,2.998089169,41.58174531,0
237,GP15,14,31.99997,-151.99994,13517,43387,800,72.55044929,,804.9,4.0984,22.5,0.001,34.1976,104.77,3.09,42.92,0,4.695,34.1976,1.030868806,23.19454814,108.0041248,3.185384611,44.24488916,0
238,GP15,14,31.99997,-151.99994,13514,43387,900,73.19174422,,904.8,3.8188,12.1,0.001,34.286,115.11,3.18,43.9,0,4.697,34.286,1.031431839,12.48032525,118.728119,3.279953247,45.27985772,0
239,GP15,14,31.99997,-151.99994,13511,43387,1000,60.86578249,11.37475979,1007.1,3.6161,10.8,0.001,34.3715,122.33,3.22,44.14,0,4.698,34.3715,1.031993196,11.14552652,126.2437277,3.323018092,45.55217969,0
240,GP15,14,31.99997,-151.99994,13508,43387,1100,56.16648034,,1108.7,3.4105,15.5,0.001,34.4285,128.28,3.2,44.16,0,4.701,34.4285,1.032528498,16.00419172,132.4527557,3.304091194,45.59645848,0
241,GP15,14,31.99997,-151.99994,13570,43388,1200,34.50366356,,1211.6,3.2512,20.4,0.001,34.4628,135.01,3.14,43.31,0,4.698,34.4628,1.033045482,21.07412783,139.4714705,3.243762813,44.74119981,0
242,GP15,14,31.99997,-151.99994,13567,43388,1300,39.18267191,,1310.4,3.0706,26.5,0.001,34.4943,139.4,3.13,43.36,0,4.699,34.4943,1.03354366,27.38890699,144.0759862,3.234991656,44.8144531,0
