,Cruise,Station,Latitude,Longitude,Sample #,Date Sampled,DEPTH [m],Stn-depth,dCo [pM],LdCo [pM],dZn [nmol/kg],CTDPRS [dbar],CTDTMP,CTDOXY [umol/kg],CTDFLUOR,CTDXMISS,CTDSAL,Salinity,Silicate [umol/kg],Phosphate [umol/kg],Nitrate [umol/kg],Nitrite [umol/kg],Density,dZn [nM],Silicate [uM],Phosphate [uM],Nitrate [uM],Nitrite [uM],Sigma0 [kg/m3]
177,GP15,10.0,41.99998,-151.9996,13152,43381,2000,10-2000,32.08538073,,,2023.7,1.9674,49.8,0.001,4.6930000000000005,34.5887,34.5861,173.17,3.01,42.61,0.0,1.0369976400464491,,179.5768813268436,3.1213628965398117,44.1864694423792,0.0,27.675778722238192
178,GP15,10.0,41.99998,-151.9996,13150,43381,2250,10-2250,49.79677175,0.0,,2278.6,1.8337,66.5,0.001,4.694,34.6161,34.6125,174.53,2.96,41.58,0.0,1.0381845438545392,,181.19434843893274,3.073026249809436,43.16771333347174,0.0,27.709517486610366
179,GP15,10.0,41.99998,-151.9996,13146,43381,2750,10-2750,38.06589655,,,2789.2,1.6255,96.7,0.001,4.697,34.6495,34.6469,171.01,2.77,39.57,0.0,1.0405215434480077,,177.93958914504378,2.8822446753509814,41.173437474237666,0.0,27.754461275789936
180,GP15,10.0,41.99998,-151.9996,13144,43381,3500,10-3500,37.49073698,0.0,,3556.0,1.4893,131.4,0.001,4.699,34.6763,34.6733,167.69,2.62,37.52,0.0,1.0439460920888246,,175.059320182375,2.7351387612727205,39.1688573751727,0.0,27.790269715590057
181,GP15,10.0,41.99998,-151.9996,13142,43381,4250,10-4250,47.3423965,,,4325.0,1.5072,141.9,0.001,4.7010000000000005,34.6851,34.6774,168.18,2.6,36.81,0.0,1.0472882874692089,,176.13294418657156,2.722949547419943,38.55068186174158,0.0,27.801986789835837
182,GP15,10.0,41.99998,-151.9996,13140,43381,4900,10-4900,44.99434502,,,4993.9,1.5812,141.1,0.001,4.698,34.6864,34.6838,170.71,2.56,36.81,0.0,1.0501341248971197,,179.2683964611873,2.6883433597366264,38.655437137462975,0.0,27.80342204959038
183,GP15,10.0,41.99998,-151.9996,13138,43381,5015,10-5015,37.0034256,,,5113.8,1.5958,141.1,0.001,4.696000000000001,34.686,34.6815,171.1,2.56,36.85,0.0,1.0506388865713026,,179.76431349234986,2.6896355496225346,38.7160429701525,0.0,27.803036979689068
184,GP15,10.0,41.99998,-151.9996,13136,43381,5055,10-5055,42.76800697,0.0,,5153.5,1.6004,141.1,0.001,4.694,34.6863,34.6835,170.52,2.55,36.7,0.0,1.0508060356211435,,179.1834451941174,2.6795553908339156,38.56458150729597,0.0,27.803214566332144
185,GP15,11.0,39.72462,-151.9999,13187,43382,2,11-2,0.0,,,2.0,,,,,34.6864,34.6864,0.0,0.15,0.0,0.0,,,,,,,
186,GP15,12.0,36.99998,-151.99998,13236,43383,2,12-2,0.0,0.0,0.041981662,2.0,21.7335,216.0,0.002,4.656000000000001,33.8666,33.8765,1.07,0.06,0.0,0.0,1.023444228302804,0.042965889668459156,1.0950853242840004,0.06140665369816824,0.0,0.0,23.435040518000733
187,GP15,12.0,36.99998,-151.99998,13190,43383,25,12-25,0.0,0.0,0.427760322,22.3,21.7397,221.7,0.002,4.662,33.868,33.8678,0.98,0.06,0.0,0.0,1.0235319754140935,0.43782636738042874,1.0030613359058116,0.06141191852484561,0.0,0.0,23.435511911001072
188,GP15,12.0,36.99998,-151.99998,13212,43383,40,12-40,5.9160205679999995,0.0,0.138359084,37.8,18.4352,239.2,0.003,4.644,33.713,33.7066,0.98,0.09,0.0,0.0,1.024350984102789,0.14172826385496043,1.003863964420733,0.092191588569251,0.0,0.0,24.185941459310243
189,GP15,12.0,36.99998,-151.99998,13210,43383,60,12-60,3.80838164,,0.267811963,58.3,15.5207,274.8,0.004,4.643,33.7791,33.8006,1.07,0.1,0.0,0.0,1.0251800769776511,0.2745554888438758,1.0969426823660868,0.10251800769776512,0.0,0.0,24.92308779395239
190,GP15,12.0,36.99998,-151.99998,13208,43383,75,12-75,22.74599539,0.0,0.31159552100000004,73.3,14.3179,273.1,0.006,4.64,33.6955,33.7588,0.98,0.13,0.0,0.0,1.0254438971571576,0.31952372539095497,1.0049350192140143,0.13330770663043048,0.0,0.0,25.119344544402338
191,GP15,12.0,36.99998,-151.99998,13206,43383,85,12-85,19.801391100000004,,0.411217579,83.2,13.568,260.1,0.006999999999999999,4.646,33.6462,33.606,0.88,0.17,0.0,0.0,1.0256062591323694,0.4217473228876596,0.902533508036485,0.1743530640525028,0.0,0.0,25.236782445749895
192,GP15,12.0,36.99998,-151.99998,13204,43383,95,12-95,21.11183346,,0.392431775,92.7,12.8855,247.5,0.016,4.63,33.5898,33.5908,0.88,0.22,0.01,0.06,1.0257427321367,0.40253404106575474,0.9026536042802961,0.22566340107007402,0.010257427321367,0.061544563928202005,25.32991007464534
193,GP15,12.0,36.99998,-151.99998,13202,43383,105,12-105,25.4502712,,0.255637447,102.2,12.7146,241.1,0.01,4.652,33.694,33.765,0.78,0.36,2.78,0.07,1.0258997033837507,0.2622583810510793,0.8002017686393256,0.36932389321815023,2.852001175406827,0.07181297923686256,25.444376971601514
194,GP15,12.0,36.99998,-151.99998,13200,43383,140,12-140,52.47813024,13.20005814,0.36200000000000004,138.9,12.0482,228.4,0.004,4.684,34.0218,34.0295,5.76,0.61,8.07,0.03,1.0264477312586833,0.3715740787156434,5.912338932050015,0.6261331160677968,8.283433191257574,0.030793431937760497,25.827699799916218
195,GP15,12.0,36.99998,-151.99998,13198,43383,180,12-180,58.98786333,,1.05576817,178.8,11.505,217.5,0.001,4.689,34.1863,34.1793,10.64,0.8,11.63,0.01,1.026857629115762,1.0841235999420866,10.925765173791708,0.8214861032926097,11.942354226616313,0.01026857629115762,26.058118420989558
196,GP15,12.0,36.99998,-151.99998,13196,43383,250,12-250,78.34825457,12.74872506,1.91258151,249.6,9.9432,221.6,0.001,4.689,34.0767,34.0743,15.14,0.97,13.87,0.01,1.0273731978370793,1.96493498205277,15.554430215253381,0.9965520019019668,14.249666254000289,0.010273731978370794,26.24960817315491
197,GP15,12.0,36.99998,-151.99998,13194,43383,325,12-325,70.63468244,,2.244825491,324.3,9.0506,198.4,0.001,4.69,34.0611,34.056999999999995,23.44,1.28,18.46,0.01,1.027850214522384,2.307344362489666,24.092809028404684,1.3156482745886515,18.97411496008321,0.01027850214522384,26.385132981299193
198,GP15,12.0,36.99998,-151.99998,13192,43383,425,12-425,95.22699008,23.371688600000002,3.9150112530000003,426.8,7.4806,159.8,0.001,4.689,34.0043,34.0224,39.45,1.77,25.54,0.01,1.028520483294469,4.026669266038845,40.5751330659668,1.8204812554312102,26.268413143340737,0.01028520483294469,26.578920542966443
199,GP15,12.0,36.99998,-151.99998,13336,43384,425,12-425b,92.05488334,,4.084192287,426.8,7.4305,158.4,0.001,4.688,34.0019,34.0049,39.75,1.77,25.24,0.01,1.0285261617362265,4.2006986167408105,40.883914929015,1.820491306273121,25.960000322222353,0.010285261617362264,26.584088377360786
200,GP15,12.0,36.99998,-151.99998,13332,43384,600,12-600,103.42585059999999,,6.977101896000001,602.3,4.96,88.5,0.001,4.691,34.0215,34.0228,78.03,2.62,36.62,0.01,1.029690207809956,7.184253501203478,80.34672691541085,2.6977883444620847,37.707255410000585,0.01029690207809956,26.918294647307903
201,GP15,12.0,36.99998,-151.99998,13328,43384,800,12-800,81.78984702,9.13926731,8.746708642,805.3,3.9382,30.9,0.001,4.694,34.1891,34.1947,109.85,3.04,42.55,0.01,1.0308844700042763,9.016846102689993,113.24265902996974,3.133888788813,43.86413419868195,0.010308844700042763,27.16616100065403
202,GP15,12.0,36.99998,-151.99998,13324,43384,1100,12-1100,73.38345798,,,1108.4,3.1219,8.2,0.001,4.696000000000001,34.3675,34.3725,139.32,3.2,44.87,0.0,1.0325154283150326,,143.85004947285034,3.3040493706081047,46.32896726849551,0.0,27.39191246804012
203,GP15,12.0,36.99998,-151.99998,13320,43384,1500,12-1500,54.16199964,9.136866094,,1513.5,2.4818,22.0,0.001,4.696000000000001,34.5189,34.5145,158.34,3.14,44.41,0.0,1.0345630766436935,,163.81271755576245,3.2485280606611977,45.94494623374643,0.0,27.57328656046184
204,GP15,12.0,36.99998,-151.99998,13316,43384,1900,12-1900,40.99952742,,,1922.6,2.0367,54.6,0.001,4.699,34.5954,34.5938,167.5,2.98,42.2,0.0,1.036536022558673,,173.61978377857773,3.088877347224846,43.74182015197601,0.0,27.673926973974858
205,GP15,12.0,36.99998,-151.99998,13284,43384,2300,12-2300,37.88508741,1.672153847,,2328.6,1.7776,78.1,0.001,4.698,34.6284,34.6277,171.4,2.83,40.43,0.0,1.0384253541431074,,177.98610570012863,2.938743752224994,41.98353706800583,0.0,27.722876727004632
206,GP15,12.0,36.99998,-151.99998,13280,43384,2750,12-2750,33.14718375,,,2787.5,1.6001,105.1,0.001,4.699,34.6539,34.6535,166.52,2.68,38.75,0.0,1.0405202402801772,,173.2674304114551,2.788594243950875,40.320159310856866,0.0,27.758850493150476
207,GP15,12.0,36.99998,-151.99998,13276,43384,3500,12-3500,33.57763984,0.0,,3553.4,1.4873,134.0,0.001,4.702,34.6758,34.676,159.98,2.57,36.96,0.0,1.0439336102397576,,167.00849896615642,2.682909378316177,38.58378623446144,0.0,27.7889068147972
208,GP15,12.0,36.99998,-151.99998,13272,43384,4500,12-4500,33.98805105,,,4580.5,1.5114,151.9,0.001,4.704,34.6857,34.6837,157.15,2.49,36.08,0.0,1.0483834942397683,,164.7534661197796,2.610474900657023,37.82567647217084,0.0,27.8026248917688
209,GP15,12.0,36.99998,-151.99998,13268,43384,5425,12-5425,23.39993679,,,5533.8,1.6055,153.1,0.001,4.704,34.6882,34.669000000000004,151.97,2.5,36.36,0.0,1.052405673618035,,159.93409021973278,2.631014184045087,38.26547029275175,0.0,27.80533159098809
210,GP15,12.0,36.99998,-151.99998,13264,43384,5545,12-5545,14.09302161,0.0,,5657.9,1.6222,153.5,0.001,4.704,34.688,34.685,149.14,2.45,35.84,0.0,1.0529217151253507,,157.0327445937948,2.5796582020571095,37.73671427009257,0.0,27.80507385178589
211,GP15,13.0,34.49892,-152.0014,13374,43385,2,13-2,2.8130962810000004,,0.147020665,2.0,22.4217,221.6,0.002,4.66,34.5027,34.4817,0.68,0.02,0.0,0.0,1.0237342732708494,0.150510093639572,0.6961393058241777,0.02047468546541699,0.0,0.0,23.725106177897942
212,GP15,13.0,34.49892,-152.0014,13373,43385,25,13-25,6.891717177,,0.70655133,23.2,22.4226,221.4,0.002,4.657,34.5035,34.5055,0.39,0.01,0.0,0.0,1.0238266949655594,0.7233861130174204,0.3992924110365682,0.010238266949655595,0.0,0.0,23.726679922711583
213,GP15,13.0,34.49892,-152.0014,13371,43385,50,13-50,1.158309609,,0.392764161,47.2,17.592,265.2,0.003,4.655,34.0847,34.1309,0.78,0.06,0.0,0.0,1.024883477520441,0.40253749917107834,0.7994091124659439,0.061493008651226456,0.0,0.0,24.677012301759987
214,GP15,13.0,34.49892,-152.0014,13369,43385,75,13-75,5.53235743,,0.228990914,73.3,16.1544,258.8,0.004,4.6610000000000005,34.1565,34.1458,0.98,0.07,0.0,0.0,1.025392843947352,0.2348056445445635,1.0048849870684051,0.07177749907631466,0.0,0.0,25.070860580477074
215,GP15,13.0,34.49892,-152.0014,13367,43385,100,13-100,15.78758167,,0.18912103800000002,98.9,15.1586,249.3,0.01,4.668,34.2512,34.1965,1.46,0.11,0.0,0.0,1.0258035218769417,0.19400102684142295,1.4976731419403349,0.11283838740646358,0.0,0.0,25.3677006365117
216,GP15,13.0,34.49892,-152.0014,13365,43385,125,13-125,54.28937719,,0.241113255,122.8,13.6813,227.6,0.005,4.68,34.2266,34.2324,3.22,0.4,4.93,0.04,1.0262076467796175,0.24743226602092386,3.3043886226303685,0.41048305871184704,5.059203698623514,0.0410483058711847,25.663401227868917
217,GP15,13.0,34.49892,-152.0014,13363,43385,150,13-150,57.43105644,,0.651331905,149.8,12.8143,220.1,0.003,4.687,34.2388,34.225,5.47,0.57,7.82,0.02,1.0265143296100898,0.6686015338147377,5.615033382967191,0.5851131678777511,8.027342057550902,0.020530286592201796,25.848206030804477
218,GP15,13.0,34.49892,-152.0014,13361,43385,250,13-250,59.68601625,,1.025294657,249.5,10.9412,227.8,0.001,4.696000000000001,34.1617,34.1501,10.84,0.81,11.5,0.01,1.0272606617919713,1.0532448678815922,11.135505573824968,0.8320811360514968,11.81349761060767,0.010272606617919714,26.142946040250536
219,GP15,13.0,34.49892,-152.0014,13359,43385,350,13-350,49.94879707,,1.852107094,350.6,9.5819,198.9,0.001,4.697,34.1015,34.0915,20.31,1.19,17.35,0.01,1.0279106524373753,1.9038006113774313,20.87686535100309,1.2232136764004766,17.834249819788464,0.010279106524373754,26.331405761095766
220,GP15,13.0,34.49892,-152.0014,13357,43385,500,13-500,70.79774604,,4.735756749,502.6,6.6913,135.4,0.001,4.6930000000000005,33.9881,33.9915,48.34,2.01,28.84,0.01,1.0289697739443622,4.872950551474018,49.74039887247047,2.0682292456281677,29.675488280555406,0.010289697739443621,26.675715763981316
221,GP15,13.0,34.49892,-152.0014,13355,43385,650,13-650,89.4778046,,6.939837892999999,654.0,5.015,68.5,0.001,4.695,34.0369,34.0395,78.22,2.7,37.86,0.01,1.029932454338127,7.147564273846225,80.56131657832829,2.780817626712943,38.99324272124149,0.010299324543381269,26.92526670516213
222,GP15,13.0,34.49892,-152.0014,13353,43385,800,13-800,79.68543049,,8.208557737000001,805.6,4.1128,27.2,0.001,4.697,34.1716,34.1686,104.58,3.03,42.51,0.0,1.030850139785523,8.461792890623988,107.80630761876999,3.1234759235501346,43.82143944228258,0.0,27.134029154596192
223,GP15,13.0,34.49892,-152.0014,13351,43385,1000,13-1000,70.1470171,,8.253510541,1007.7,3.5242,9.4,0.001,4.7,34.3275,34.3256,126.34,3.19,44.36,0.0,1.0319730942125962,8.517400811112049,130.3794807228194,3.2919941705381817,45.778326459270765,0.0,27.320490148220188
224,GP15,14.0,31.99997,-151.99993999999998,13414,43386,2,14-2,0.0,0.0,0.028895285,2.0,23.3433,212.7,0.002,4.645,35.1666,35.1329,0.0,0.0,0.0,0.0,1.023972558244479,0.029587978902653318,0.0,0.0,0.0,0.0,23.96344334070102
225,GP15,14.0,31.99997,-151.99993999999998,13438,43386,25,14-25,0.0,0.0,0.321030912,23.1,23.3309,213.9,0.003,4.648,35.1655,35.1634,0.0,0.0,0.0,0.0,1.0240666771245799,0.32875705930611343,0.0,0.0,0.0,0.0,23.96750088241083
226,GP15,14.0,31.99997,-151.99993999999998,13435,43386,45,14-45,17.67667397,0.0,0.14591132099999998,42.8,19.0064,254.1,0.004,4.638,34.5215,34.5185,0.88,0.02,0.0,0.0,1.024846275729961,0.14953667391368883,0.9018647226423657,0.02049692551459922,0.0,0.0,24.660066415226083
227,GP15,14.0,31.99997,-151.99993999999998,13432,43386,75,14-75,21.05328903,0.0,0.162547222,73.2,16.9804,251.2,0.006,4.659,34.4931,34.5034,1.37,0.04,0.0,0.0,1.02545747686945,0.16668526414425835,1.4048767433111466,0.041018299074778,0.0,0.0,25.137105000861084
228,GP15,14.0,31.99997,-151.99993999999998,13429,43386,100,14-100,6.817775348,,0.295136007,98.3,15.8234,242.0,0.008,4.669,34.4461,34.4606,1.37,0.07,0.0,0.0,1.0258014300785083,0.30275093804826064,1.4053479592075566,0.0718061001054956,0.0,0.0,25.369519106338203
229,GP15,14.0,31.99997,-151.99993999999998,13426,43386,125,14-125,21.43416948,16.30124785,0.188537536,123.5,14.6099,230.8,0.005,4.68,34.3549,34.3386,2.54,0.26,2.2,0.09,1.026112516046372,0.19346072543414344,2.606325790757785,0.26678925417205673,2.2574475353020187,0.09235012644417348,25.567393006772363
230,GP15,14.0,31.99997,-151.99993999999998,13423,43386,150,14-150,68.68374449999999,,0.29260176,148.5,13.6967,217.4,0.004,4.688,34.3422,34.339,4.78,0.47,6.17,0.02,1.0264080566918545,0.3003288038662164,4.906230510987065,0.4824117866451716,6.332937709788743,0.02052816113383709,25.750305645047547
231,GP15,14.0,31.99997,-151.99993999999998,13420,43386,200,14-200,57.98398047,11.03328937,0.6957407870000001,199.5,12.0398,215.2,0.001,4.695,34.2494,34.2814,8.88,0.72,10.1,0.01,1.0268971154721969,0.7144542072866562,9.118846385393109,0.7393659231399817,10.371660866269188,0.01026897115472197,26.007490503797044
232,GP15,14.0,31.99997,-151.99993999999998,13417,43386,300,14-300,70.05911381,7.480075297999999,1.214930969,300.0,10.4202,220.4,0.001,4.697,34.1362,34.1413,14.06,0.92,12.76,0.01,1.0275621646361097,1.2484170963890864,14.447524034783703,0.945357191465221,13.11169322075676,0.010275621646361097,26.21560681486426
233,GP15,14.0,31.99997,-151.99993999999998,13529,43387,400,14-400,74.93528294,11.14584759,2.297071397,401.4,9.1088,188.5,0.001,4.696000000000001,34.0814,34.0749,24.22,1.37,18.59,0.0,1.0282044754097872,2.361859090731212,24.903112394425044,1.4086401313114085,19.114321197867945,0.0,26.393132013529566
234,GP15,14.0,31.99997,-151.99993999999998,13526,43387,500,14-500,59.64511632,,4.399003315,502.6,6.9264,141.0,0.001,4.695,33.9963,34.0543,44.43,1.97,27.53,0.0,1.028941496682322,4.526317054846596,45.71587069759557,2.0270147484641745,28.326759403664326,0.0,26.650306263877837
235,GP15,14.0,31.99997,-151.99993999999998,13523,43387,600,14-600,75.38750920000001,19.3722443,6.338024456,603.2,5.4355,93.6,0.001,4.694,34.0052,34.0148,67.38,2.52,35.05,0.0,1.0296183430907269,6.525746238855226,69.37568395745318,2.594638224588632,36.08812292532998,0.0,26.849495982945427
236,GP15,14.0,31.99997,-151.99993999999998,13520,43387,700,14-700,93.23533813,,7.839355185,703.2,4.5321,46.3,0.001,4.694,34.1017,34.1008,88.96,2.91,40.36,0.0,1.0302711920847756,8.076661811625916,91.65292524786163,2.998089168966697,41.58174531254154,0.0,27.0311339591899
237,GP15,14.0,31.99997,-151.99993999999998,13517,43387,800,14-800,72.55044929,,7.858508846,804.9,4.0984,22.5,0.001,4.695,34.1976,34.1999,104.77,3.09,42.92,0.0,1.0308688060451565,8.101091631371322,108.00412480935104,3.1853846106795336,44.24488915545812,0.0,27.155757688370613
238,GP15,14.0,31.99997,-151.99993999999998,13514,43387,900,14-900,73.19174422,,7.799361107,904.8,3.8188,12.1,0.001,4.697,34.286,34.285,115.11,3.18,43.9,0.0,1.0314318387734789,8.044509367851367,118.72811896121516,3.279953247299663,45.27985772215572,0.0,27.256439256374733
239,GP15,14.0,31.99997,-151.99993999999998,13511,43387,1000,14-1000,60.86578249,11.37475979,7.901015414,1007.1,3.6161,10.8,0.001,4.698,34.3715,34.3701,122.33,3.22,44.14,0.0,1.0319931964086095,8.153794151967553,126.2437277166652,3.323018092435723,45.55217968947603,0.0,27.34613629659748
240,GP15,14.0,31.99997,-151.99993999999998,13508,43387,1100,14-1100,56.16648034,,,1108.7,3.4105,15.5,0.001,4.7010000000000005,34.4285,34.4275,128.28,3.2,44.16,0.0,1.0325284981719376,,132.45275574549615,3.3040911941502005,45.59645847927276,0.0,27.412690839365723
241,GP15,14.0,31.99997,-151.99993999999998,13570,43388,1200,14-1200,34.50366356,,,1211.6,3.2512,20.4,0.001,4.698,34.4628,34.4635,135.01,3.14,43.31,0.0,1.0330454816933092,,139.47147048341367,3.2437628125169913,44.741199812137225,0.0,27.45626578134511
242,GP15,14.0,31.99997,-151.99993999999998,13567,43388,1300,14-1300,39.18267191,,,1310.4,3.0706,26.5,0.001,4.699,34.4943,34.4957,139.4,3.13,43.36,0.0,1.0335436600233132,,144.07598620724985,3.23499165587297,44.81445309861086,0.0,27.499121077232758
243,GP15,14.0,31.99997,-151.99993999999998,13564,43388,1500,14-1500,31.46184928,,,1514.2,2.6636,40.5,0.001,4.7,34.5437,34.5416,149.35,3.06,42.68,0.0,1.0345617296933294,,154.51179432969874,3.165758892861588,44.1550946233113,0.0,27.576500822861362
244,GP15,14.0,31.99997,-151.99993999999998,13561,43388,1700,14-1700,30.33297074,,,1718.9,2.3285,53.8,0.001,4.7010000000000005,34.5777,34.5776,158.62,3.01,42.04,0.0,1.03556081057676,,164.26065577368567,3.1170380398360473,43.53497647664699,0.0,27.633644827604257
245,GP15,14.0,31.99997,-151.99993999999998,13558,43388,1900,14-1900,39.50400089,0.0,,1920.2,2.0821,66.5,0.001,4.7010000000000005,34.6035,34.6024,164.87,2.94,41.27,0.0,1.0365245441915227,,170.89180160085635,3.047382159923077,42.777367938784145,0.0,27.675768612241427
246,GP15,14.0,31.99997,-151.99993999999998,13555,43388,2100,14-2100,37.60699142,,,2124.2,1.9065,77.6,0.001,4.703,34.6228,34.6222,168.87,2.87,40.57,0.0,1.0374835750884923,,175.1998513251937,2.977577860503973,42.090708641340136,0.0,27.706383813226466
247,GP15,14.0,31.99997,-151.99993999999998,13552,43388,2300,14-2300,35.83113005,,,2327.3,1.7723,86.8,0.001,4.704,34.6363,34.6351,171.6,2.85,39.98,0.0,1.0384255272484821,,178.19382047583952,2.959512752658174,41.51625257939431,0.0,27.728665040477836
248,GP15,14.0,31.99997,-151.99993999999998,13549,43388,2500,14-2500,29.49717534,,,2530.9,1.6828,96.7,0.001,4.706,34.6471,34.6458,171.3,2.78,39.45,0.0,1.0393583389376502,,178.04208346001948,2.8894161822466673,41.0026864710903,0.0,27.745202088480028
249,GP15,14.0,31.99997,-151.99993999999998,13475,43386,2750,14-2750,23.30915456,,,2785.6,1.5951,109.0,0.001,4.703,34.6584,34.655,168.08,2.67,38.41,0.0,1.0405153157965144,,174.88981427907814,2.778175893176693,39.96619327974411,0.0,27.762064634225226
250,GP15,14.0,31.99997,-151.99993999999998,13472,43386,3000,14-3000,32.47589748,0.0,,3042.1,1.5296,119.3,0.001,4.703,34.6663,34.6646,164.96,2.64,37.9,0.0,1.0416689194386828,,171.83370495060512,2.750005947318123,39.479252046726074,0.0,27.774472027817865
251,GP15,14.0,31.99997,-151.99993999999998,13469,43386,3500,14-3500,30.52006897,,,3552.1,1.4684,135.5,0.001,4.705,34.6783,34.677,160.95,2.55,36.82,0.0,1.043932160733343,,168.02088127003154,2.6620270098700245,38.437582158201685,0.0,27.79137252925807
252,GP15,14.0,31.99997,-151.99993999999998,13466,43386,4000,14-4000,26.85992894,,,4066.5,1.4673,145.9,0.001,4.707,34.6845,34.6716,160.56,2.56,37.09,0.0,1.0461764928059702,,167.9740976849266,2.6782118215832837,38.80268611817344,0.0,27.79979055650142
253,GP15,14.0,31.99997,-151.99993999999998,13463,43386,4500,14-4500,15.65813881,,,4578.0,1.4962,152.5,0.001,4.707,34.6875,34.6857,151.39,2.47,35.76,0.0,1.0483758014244775,,158.71361257765165,2.5894882295184596,37.48991865893932,0.0,27.80379184782919
254,GP15,14.0,31.99997,-151.99993999999998,13460,43386,5085,14-5085,57.97360768,,,5181.8,1.5606,154.8,0.001,4.707,34.6884,34.6868,148.26,2.44,35.56,0.0,1.0509323563232253,,155.81123114848137,2.5642749494286696,37.3711545908539,0.0,27.804738137951063
255,GP15,14.0,31.99997,-151.99993999999998,13457,43386,5165,14-5165,28.10614179,,,5263.2,1.5685,154.8,0.001,4.706,34.6883,34.6871,147.48,2.43,35.4,0.0,1.0512743774014357,,155.04194517916372,2.5545967370854887,37.21511296001082,0.0,27.804786315181673
256,GP15,14.0,31.99997,-151.99993999999998,13454,43386,5205,14-5205,34.96633061,0.0,,5304.7,1.5733,154.8,0.001,4.707,34.6883,34.6869,147.39,2.43,35.54,0.0,1.0514483926117983,,154.97297858705295,2.5550195940466702,37.368475873423314,0.0,27.804803489130336
257,GP15,15.0,29.50003,-151.99998,13609,43389,2,15-2,2.731644157,,0.126539812,2.0,24.1952,209.3,0.001,4.662,35.4189,35.4141,0.0,0.0,0.0,0.0,1.0239119752247963,0.12956562884949438,0.0,0.0,0.0,0.0,23.902921614995535
258,GP15,15.0,29.50003,-151.99998,13608,43389,25,15-25,3.7563722889999998,,0.29854088300000003,22.7,24.1585,210.7,0.001,4.662,35.4179,35.4164,0.0,0.0,0.0,0.0,1.0240115695394059,0.3057093181725102,0.0,0.0,0.0,0.0,23.914427804807588
259,GP15,15.0,29.50003,-151.99998,13606,43389,50,15-50,0.0,,0.248707469,47.7,24.1424,212.6,0.002,4.665,35.4158,35.4059,0.0,0.0,0.0,0.0,1.0241226422181,0.2547069502916562,0.0,0.0,0.0,0.0,23.919155733021285
260,GP15,15.0,29.50003,-151.99998,13604,43389,75,15-75,0.065359004,,0.118863824,72.5,21.0313,232.1,0.004,4.6610000000000005,35.1312,35.1632,0.0,0.0,0.0,0.0,1.0249049764811735,0.12182412474118236,0.0,0.0,0.0,0.0,24.592612341794165
261,GP15,15.0,29.50003,-151.99998,13602,43389,100,15-100,9.018304503,,0.138826447,97.8,19.9134,224.8,0.006,4.665,35.0725,35.0959,0.0,0.02,0.0,0.0,1.0252712391878192,0.1423347633477321,0.0,0.020505424783756384,0.0,0.0,24.84848296606833
262,GP15,15.0,29.50003,-151.99998,13600,43389,125,15-125,12.04342952,,,123.6,18.9907,218.9,0.006999999999999999,4.665,34.9952,34.9919,0.0,0.08,0.0,0.26,1.025565463276932,,0.0,0.08204523706215457,0.0,0.26664702045200234,25.02962817360185
263,GP15,15.0,29.50003,-151.99998,13598,43389,150,15-150,18.20293811,,0.13149185800000002,148.5,18.0611,213.7,0.003,4.683,34.8938,34.8855,0.0,0.13,0.61,0.02,1.0258321296137702,0.1348885727190115,0.0,0.13335817684979012,0.6257575990643999,0.020516642592275404,25.186299300284418
264,GP15,15.0,29.50003,-151.99998,13596,43389,250,15-250,22.7917096,,0.394065344,249.0,13.0096,209.2,0.001,4.694,34.2177,34.232,4.1,0.56,7.3,0.01,1.0269011726323989,0.4046661638473896,4.2102948077928355,0.5750646566741434,7.496378560216511,0.010269011726323989,25.796138680395188
265,GP15,15.0,29.50003,-151.99998,13594,43389,350,15-350,38.60125854,,1.014545616,350.2,10.8188,218.4,0.001,4.697,34.1375,34.1336,10.84,0.85,11.94,0.0,1.027716379799432,1.0426651476169047,11.140445557025842,0.8735589228295172,12.270933574805218,0.0,26.14828636874404
266,GP15,15.0,29.50003,-151.99998,13592,43389,550,15-550,62.48723728,,4.168696135,551.7,6.7517,115.3,0.001,4.696000000000001,34.0024,33.9987,47.85,2.09,29.99,0.0,1.0291960655858559,4.290405660764964,49.247031738283205,2.151019777074439,30.865590006919817,0.0,26.680069669818067
267,GP15,15.0,29.50003,-151.99998,13590,43389,700,15-700,66.33058898,,6.502864507999999,704.5,5.0267,42.6,0.001,4.697,34.0951,34.0904,81.83,2.84,39.9,0.0,1.0302081237908252,6.6993038440526265,84.30193076980322,2.925791071565943,41.105304139253924,0.0,26.971012820282567
268,GP15,15.0,29.50003,-151.99998,13588,43389,900,15-900,71.53574825,,7.334863402000001,906.4,4.1233,12.3,0.001,4.699,34.3023,34.3007,110.03,3.12,43.54,0.0,1.031413517573583,7.565277262378559,113.48642933862133,3.2180101748295793,44.907744555153805,0.0,27.23815240457384
269,GP15,15.0,29.50003,-151.99998,13586,43389,1000,15-1000,36.09021555,,7.107011107999999,1007.1,3.833,13.5,0.001,4.7,34.3719,34.3703,117.94,3.14,43.74,0.0,1.0319658463327215,7.334192732963272,121.71005191648116,3.2403727574847454,45.13818611859324,0.0,27.324540397581814
270,GP15,16.0,26.99995,-152.00009,13620,43389,2,16-2,0.0,9.824177658,0.025173606,2.0,24.4109,207.9,0.002,4.655,35.43,35.4367,0.0,0.0,0.0,0.0,1.0238556746960836,0.02577413935566338,0.0,0.0,0.0,0.0,23.846637321762387
